protocol,split,experiment,scheme,threshold,dimension,value,queries,positive_queries,no_positive_queries,judged_fraction@1,recall@1,hit_rate@1,mrr@1,ndcg@1,judged_fraction@3,recall@3,hit_rate@3,mrr@3,ndcg@3,judged_fraction@5,recall@5,hit_rate@5,mrr@5,ndcg@5,judged_fraction@10,recall@10,hit_rate@10,mrr@10,ndcg@10,judged_fraction@20,recall@20,hit_rate@20,mrr@20,ndcg@20
temporal,validation,hybrid,relevance_grade,1,query_intent,Monitoring / Response / Risk Assessment,12,9,3,0.08333333333333333,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.05000000000000001,0.0,0.0,0.0,0.0,0.049999999999999996,0.0,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,0.0
temporal,validation,hybrid,relevance_grade,1,query_intent,Prophylaxis / Maintenance,12,10,2,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.03333333333333333,0.014285714285714285,0.1,0.02,0.017619576228078433,0.03333333333333333,0.1392857142857143,0.3,0.04666666666666667,0.056647747269708025,0.024999999999999998,0.1392857142857143,0.3,0.04666666666666667,0.056647747269708025
temporal,validation,hybrid,relevance_grade,1,query_intent,Safety / Contraindication,26,19,7,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.05263157894736842,0.05263157894736842,0.017543859649122806,0.02631578947368421,0.03076923076923077,0.05263157894736842,0.05263157894736842,0.017543859649122806,0.02631578947368421,0.023076923076923075,0.10526315789473684,0.10526315789473684,0.02506265664160401,0.043859649122807015,0.02884615384615385,0.15789473684210525,0.15789473684210525,0.02984734563681932,0.058540856788655955
temporal,validation,hybrid,relevance_grade,1,query_intent,Treatment Change / Escalation,18,15,3,0.05555555555555555,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.07777777777777778,0.075,0.13333333333333333,0.030000000000000002,0.028351378449239722,0.05555555555555555,0.0861111111111111,0.2,0.03740740740740741,0.030521882470676776,0.044444444444444446,0.09722222222222222,0.2,0.03740740740740741,0.03645457329592201
temporal,validation,hybrid,relevance_grade,1,has_context,False,78,63,15,0.01282051282051282,0.0,0.0,0.0,0.0,0.034188034188034185,0.015873015873015872,0.015873015873015872,0.005291005291005291,0.007936507936507936,0.041025641025641026,0.03599773242630385,0.06349206349206349,0.01560846560846561,0.01748359427014889,0.038461538461538464,0.08070672713529856,0.15873015873015872,0.028785588309397835,0.03168642846606274,0.03461538461538461,0.0952569916855631,0.19047619047619047,0.03094376152020262,0.03762106762239249
temporal,validation,hybrid,relevance_grade,1,has_context,True,61,50,11,0.03278688524590164,0.0,0.0,0.0,0.0,0.03278688524590164,0.01,0.02,0.006666666666666666,0.0027541155237618665,0.029508196721311476,0.03,0.04,0.010666666666666666,0.010491171668452698,0.031147540983606562,0.0525,0.08,0.016857142857142855,0.017592924414529074,0.02868852459016394,0.075,0.1,0.018675324675324675,0.02403439765608062
temporal,validation,entity_only,relevance_grade,1,query_language,EN,59,47,12,0.0,0.0,0.0,0.0,0.0,0.022598870056497175,0.02127659574468085,0.02127659574468085,0.0070921985815602835,0.010638297872340425,0.03728813559322034,0.047872340425531915,0.06382978723404255,0.017730496453900707,0.0226000295386601,0.03728813559322034,0.07535460992907801,0.1276595744680851,0.026063829787234045,0.031401527357064425,0.029661016949152547,0.08333333333333333,0.14893617021276595,0.027183650615901455,0.034855290232198764
temporal,validation,entity_only,relevance_grade,1,query_language,ID,29,28,1,0.0,0.0,0.0,0.0,0.0,0.04597701149425287,0.03571428571428571,0.03571428571428571,0.011904761904761904,0.017857142857142856,0.05517241379310344,0.04285714285714286,0.07142857142857142,0.019047619047619046,0.01977330945165157,0.04482758620689656,0.12589285714285714,0.21428571428571427,0.03679138321995464,0.046067785377990736,0.039655172413793106,0.14375000000000002,0.25,0.03976757369614513,0.0519854912981775
temporal,validation,entity_only,relevance_grade,1,query_language,MIXED,51,38,13,0.0,0.0,0.0,0.0,0.0,0.0261437908496732,0.013157894736842105,0.02631578947368421,0.008771929824561403,0.00362383621547614,0.03529411764705883,0.017543859649122806,0.05263157894736842,0.014035087719298246,0.00488507891186857,0.029411764705882356,0.017543859649122806,0.05263157894736842,0.014035087719298246,0.00483177205768705,0.029411764705882356,0.021929824561403508,0.05263157894736842,0.014035087719298246,0.007123513152344008
temporal,validation,entity_only,relevance_grade,1,query_intent,Comparative Treatment Choice,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporal,validation,entity_only,relevance_grade,1,query_intent,Dosing / Administration,26,21,5,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.023809523809523808,0.047619047619047616,0.015873015873015872,0.006557417913718729,0.03076923076923077,0.023809523809523808,0.047619047619047616,0.015873015873015872,0.006557417913718729,0.030769230769230767,0.02976190476190476,0.09523809523809523,0.023809523809523808,0.007593337150408512,0.028846153846153848,0.03571428571428571,0.09523809523809523,0.023809523809523808,0.009647180789763147
temporal,validation,entity_only,relevance_grade,1,query_intent,Efficacy / Outcomes,4,3,1,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0625,0.08333333333333333,0.3333333333333333,0.017543859649122806,0.03973204623495562
temporal,validation,entity_only,relevance_grade,1,query_intent,Guideline / Evidence Lookup,16,13,3,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.037500000000000006,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.034375,0.0,0.0,0.0,0.0
temporal,validation,entity_only,relevance_grade,1,query_intent,Interaction / Combination,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028571428571428574,0.028571428571428574,0.14285714285714285,0.028571428571428574,0.0076646663780348566,0.028571428571428574,0.05714285714285715,0.2857142857142857,0.04897959183673469,0.020408027884774832,0.04285714285714286,0.1285714285714286,0.42857142857142855,0.060884353741496595,0.0440788515655219
temporal,validation,entity_only,relevance_grade,1,query_intent,Management / Treatment Selection,11,10,1,0.0,0.0,0.0,0.0,0.0,0.0303030303030303,0.1,0.1,0.03333333333333333,0.05,0.03636363636363637,0.1,0.1,0.03333333333333333,0.05,0.03636363636363637,0.2,0.2,0.047619047619047616,0.08333333333333334,0.02727272727272727,0.2,0.2,0.047619047619047616,0.08333333333333334
temporal,validation,entity_only,relevance_grade,1,query_intent,Mechanism / Background Knowledge,5,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporal,validation,entity_only,relevance_grade,1,query_intent,Monitoring / Response / Risk Assessment,12,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.049999999999999996,0.0,0.0,0.0,0.0,0.02916666666666667,0.0,0.0,0.0,0.0
temporal,validation,entity_only,relevance_grade,1,query_intent,Prophylaxis / Maintenance,12,10,2,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.03333333333333333,0.025,0.1,0.025,0.013152483024363167,0.016666666666666666,0.025,0.1,0.025,0.013152483024363167,0.016666666666666666,0.025,0.1,0.025,0.013152483024363167
temporal,validation,entity_only,relevance_grade,1,query_intent,Safety / Contraindication,26,19,7,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.05263157894736842,0.05263157894736842,0.017543859649122806,0.02631578947368421,0.03076923076923077,0.05263157894736842,0.05263157894736842,0.017543859649122806,0.02631578947368421,0.026923076923076925,0.15789473684210525,0.15789473684210525,0.028070175438596492,0.056743665928198725,0.02884615384615385,0.15789473684210525,0.15789473684210525,0.028070175438596492,0.056743665928198725
temporal,validation,entity_only,relevance_grade,1,query_intent,Treatment Change / Escalation,18,15,3,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.07777777777777778,0.07777777777777778,0.13333333333333333,0.030000000000000002,0.031906918702420364,0.06666666666666668,0.09722222222222222,0.26666666666666666,0.04574074074074074,0.04027153486620886,0.05277777777777778,0.10833333333333334,0.26666666666666666,0.04574074074074074,0.04607727897267315
temporal,validation,entity_only,relevance_grade,1,has_context,False,78,63,15,0.0,0.0,0.0,0.0,0.0,0.029914529914529912,0.031746031746031744,0.031746031746031744,0.010582010582010581,0.015873015873015872,0.043589743589743594,0.041534391534391535,0.07936507936507936,0.0208994708994709,0.019573090751631557,0.037179487179487186,0.0652116402116402,0.14285714285714285,0.029182413706223233,0.028271600376033785,0.03397435897435897,0.07976190476190477,0.1746031746031746,0.03134058691702802,0.03417601412312999
temporal,validation,entity_only,relevance_grade,1,has_context,True,61,50,11,0.0,0.0,0.0,0.0,0.0,0.0273224043715847,0.01,0.02,0.006666666666666666,0.0027541155237618665,0.036065573770491806,0.03,0.04,0.011666666666666665,0.01136764668522973,0.03442622950819672,0.0725,0.1,0.019,0.023365325817354954,0.02868852459016394,0.075,0.1,0.019,0.0242279401458839
temporal,validation,gated_context_only,relevance_grade,1,query_language,EN,59,47,12,0.01694915254237288,0.0,0.0,0.0,0.0,0.03389830508474576,0.02127659574468085,0.02127659574468085,0.0070921985815602835,0.010638297872340425,0.03389830508474576,0.04559270516717325,0.06382978723404255,0.015602836879432626,0.022618054670538852,0.03389830508474576,0.05357142857142857,0.10638297872340426,0.022695035460992906,0.025234462927323825,0.030508474576271195,0.08282674772036475,0.14893617021276595,0.025749092266449485,0.03462318209290773
temporal,validation,gated_context_only,relevance_grade,1,query_language,ID,29,28,1,0.06896551724137931,0.0,0.0,0.0,0.0,0.04597701149425287,0.0,0.0,0.0,0.0,0.04827586206896552,0.04017857142857143,0.07142857142857142,0.016071428571428573,0.01518823845494985,0.04482758620689656,0.12589285714285714,0.21428571428571427,0.03732993197278911,0.043835089147507826,0.04137931034482759,0.14375000000000002,0.25,0.04030612244897959,0.04975279506769459
temporal,validation,gated_context_only,relevance_grade,1,query_language,MIXED,51,38,13,0.0,0.0,0.0,0.0,0.0,0.0261437908496732,0.013157894736842105,0.02631578947368421,0.008771929824561403,0.00362383621547614,0.03137254901960784,0.013157894736842105,0.02631578947368421,0.008771929824561403,0.00362383621547614,0.03137254901960784,0.04385964912280702,0.07894736842105263,0.014327485380116961,0.012170762115104407,0.02843137254901961,0.04824561403508772,0.07894736842105263,0.014327485380116961,0.01451261375664858
temporal,validation,gated_context_only,relevance_grade,1,query_intent,Comparative Treatment Choice,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporal,validation,gated_context_only,relevance_grade,1,query_intent,Dosing / Administration,26,21,5,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.023809523809523808,0.047619047619047616,0.015873015873015872,0.006557417913718729,0.03076923076923077,0.023809523809523808,0.047619047619047616,0.015873015873015872,0.006557417913718729,0.030769230769230767,0.02976190476190476,0.09523809523809523,0.023809523809523808,0.007593337150408512,0.028846153846153848,0.03571428571428571,0.09523809523809523,0.023809523809523808,0.009647180789763147
temporal,validation,gated_context_only,relevance_grade,1,query_intent,Efficacy / Outcomes,4,3,1,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0625,0.08333333333333333,0.3333333333333333,0.017543859649122806,0.03973204623495562
temporal,validation,gated_context_only,relevance_grade,1,query_intent,Guideline / Evidence Lookup,16,13,3,0.0625,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.037500000000000006,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.034375,0.0,0.0,0.0,0.0
temporal,validation,gated_context_only,relevance_grade,1,query_intent,Interaction / Combination,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028571428571428574,0.05714285714285715,0.2857142857142857,0.04421768707482993,0.01980085003876956,0.04285714285714286,0.1285714285714286,0.42857142857142855,0.05612244897959184,0.043471673719516636
temporal,validation,gated_context_only,relevance_grade,1,query_intent,Management / Treatment Selection,11,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018181818181818184,0.1,0.1,0.02,0.03868528072345416,0.03636363636363637,0.2,0.2,0.03428571428571429,0.0720186140567875,0.02727272727272727,0.2,0.2,0.03428571428571429,0.0720186140567875
temporal,validation,gated_context_only,relevance_grade,1,query_intent,Mechanism / Background Knowledge,5,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporal,validation,gated_context_only,relevance_grade,1,query_intent,Monitoring / Response / Risk Assessment,12,9,3,0.08333333333333333,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.05000000000000001,0.0,0.0,0.0,0.0,0.049999999999999996,0.0,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,0.0
temporal,validation,gated_context_only,relevance_grade,1,query_intent,Prophylaxis / Maintenance,12,10,2,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.03333333333333333,0.014285714285714285,0.1,0.02,0.017619576228078433,0.03333333333333333,0.1392857142857143,0.3,0.04666666666666667,0.056647747269708025,0.024999999999999998,0.1392857142857143,0.3,0.04666666666666667,0.056647747269708025
temporal,validation,gated_context_only,relevance_grade,1,query_intent,Safety / Contraindication,26,19,7,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.05263157894736842,0.05263157894736842,0.017543859649122806,0.02631578947368421,0.03076923076923077,0.05263157894736842,0.05263157894736842,0.017543859649122806,0.02631578947368421,0.023076923076923075,0.10526315789473684,0.10526315789473684,0.02506265664160401,0.043859649122807015,0.02884615384615385,0.15789473684210525,0.15789473684210525,0.02984734563681932,0.058540856788655955
temporal,validation,gated_context_only,relevance_grade,1,query_intent,Treatment Change / Escalation,18,15,3,0.05555555555555555,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.07777777777777778,0.075,0.13333333333333333,0.030000000000000002,0.028351378449239722,0.05555555555555555,0.0861111111111111,0.2,0.03740740740740741,0.030521882470676776,0.044444444444444446,0.09722222222222222,0.2,0.03740740740740741,0.03645457329592201
temporal,validation,gated_context_only,relevance_grade,1,has_context,False,78,63,15,0.01282051282051282,0.0,0.0,0.0,0.0,0.034188034188034185,0.015873015873015872,0.015873015873015872,0.005291005291005291,0.007936507936507936,0.041025641025641026,0.03599773242630385,0.06349206349206349,0.01560846560846561,0.01748359427014889,0.038461538461538464,0.08070672713529856,0.15873015873015872,0.028785588309397835,0.03168642846606274,0.03461538461538461,0.0952569916855631,0.19047619047619047,0.03094376152020262,0.03762106762239249
temporal,validation,gated_context_only,relevance_grade,1,has_context,True,61,50,11,0.03278688524590164,0.0,0.0,0.0,0.0,0.03278688524590164,0.01,0.02,0.006666666666666666,0.0027541155237618665,0.029508196721311476,0.03,0.04,0.010666666666666666,0.010491171668452698,0.031147540983606562,0.0525,0.08,0.016857142857142855,0.017592924414529074,0.02868852459016394,0.075,0.1,0.018675324675324675,0.02403439765608062
temporal,validation,ungated_context_only,relevance_grade,1,query_language,EN,59,47,12,0.01694915254237288,0.0,0.0,0.0,0.0,0.03389830508474576,0.02127659574468085,0.02127659574468085,0.0070921985815602835,0.010638297872340425,0.03389830508474576,0.04559270516717325,0.06382978723404255,0.015602836879432626,0.022618054670538852,0.03389830508474576,0.05357142857142857,0.10638297872340426,0.022695035460992906,0.025234462927323825,0.030508474576271195,0.08282674772036475,0.14893617021276595,0.025749092266449485,0.03462318209290773
temporal,validation,ungated_context_only,relevance_grade,1,query_language,ID,29,28,1,0.06896551724137931,0.0,0.0,0.0,0.0,0.04597701149425287,0.0,0.0,0.0,0.0,0.04827586206896552,0.04017857142857143,0.07142857142857142,0.016071428571428573,0.01518823845494985,0.04827586206896553,0.12589285714285714,0.21428571428571427,0.03818027210884354,0.04465201249660385,0.03965517241379311,0.14375000000000002,0.25,0.04115646258503401,0.05056971841679062
temporal,validation,ungated_context_only,relevance_grade,1,query_language,MIXED,51,38,13,0.0,0.0,0.0,0.0,0.0,0.0261437908496732,0.013157894736842105,0.02631578947368421,0.008771929824561403,0.00362383621547614,0.03137254901960784,0.013157894736842105,0.02631578947368421,0.008771929824561403,0.00362383621547614,0.03333333333333334,0.04385964912280702,0.07894736842105263,0.014327485380116961,0.012170762115104407,0.030392156862745098,0.04824561403508772,0.07894736842105263,0.014327485380116961,0.01451261375664858
temporal,validation,ungated_context_only,relevance_grade,1,query_intent,Comparative Treatment Choice,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporal,validation,ungated_context_only,relevance_grade,1,query_intent,Dosing / Administration,26,21,5,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.023809523809523808,0.047619047619047616,0.015873015873015872,0.006557417913718729,0.03076923076923077,0.023809523809523808,0.047619047619047616,0.015873015873015872,0.006557417913718729,0.03461538461538462,0.02976190476190476,0.09523809523809523,0.023809523809523808,0.007593337150408512,0.026923076923076925,0.03571428571428571,0.09523809523809523,0.023809523809523808,0.009647180789763147
temporal,validation,ungated_context_only,relevance_grade,1,query_intent,Efficacy / Outcomes,4,3,1,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0625,0.08333333333333333,0.3333333333333333,0.017543859649122806,0.03973204623495562
temporal,validation,ungated_context_only,relevance_grade,1,query_intent,Guideline / Evidence Lookup,16,13,3,0.0625,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.037500000000000006,0.0,0.0,0.0,0.0,0.05625,0.0,0.0,0.0,0.0,0.04062500000000001,0.0,0.0,0.0,0.0
temporal,validation,ungated_context_only,relevance_grade,1,query_intent,Interaction / Combination,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028571428571428574,0.05714285714285715,0.2857142857142857,0.04421768707482993,0.01980085003876956,0.04285714285714286,0.1285714285714286,0.42857142857142855,0.05612244897959184,0.043471673719516636
temporal,validation,ungated_context_only,relevance_grade,1,query_intent,Management / Treatment Selection,11,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018181818181818184,0.1,0.1,0.02,0.03868528072345416,0.03636363636363637,0.2,0.2,0.03428571428571429,0.0720186140567875,0.02727272727272727,0.2,0.2,0.03428571428571429,0.0720186140567875
temporal,validation,ungated_context_only,relevance_grade,1,query_intent,Mechanism / Background Knowledge,5,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporal,validation,ungated_context_only,relevance_grade,1,query_intent,Monitoring / Response / Risk Assessment,12,9,3,0.08333333333333333,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.05000000000000001,0.0,0.0,0.0,0.0,0.049999999999999996,0.0,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,0.0
temporal,validation,ungated_context_only,relevance_grade,1,query_intent,Prophylaxis / Maintenance,12,10,2,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.03333333333333333,0.014285714285714285,0.1,0.02,0.017619576228078433,0.03333333333333333,0.1392857142857143,0.3,0.04666666666666667,0.056647747269708025,0.024999999999999998,0.1392857142857143,0.3,0.04666666666666667,0.056647747269708025
temporal,validation,ungated_context_only,relevance_grade,1,query_intent,Safety / Contraindication,26,19,7,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.05263157894736842,0.05263157894736842,0.017543859649122806,0.02631578947368421,0.03076923076923077,0.05263157894736842,0.05263157894736842,0.017543859649122806,0.02631578947368421,0.023076923076923075,0.10526315789473684,0.10526315789473684,0.02631578947368421,0.04506353616358011,0.02884615384615385,0.15789473684210525,0.15789473684210525,0.031100478468899517,0.05974474382942905
temporal,validation,ungated_context_only,relevance_grade,1,query_intent,Treatment Change / Escalation,18,15,3,0.05555555555555555,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.07777777777777778,0.075,0.13333333333333333,0.030000000000000002,0.028351378449239722,0.05555555555555555,0.0861111111111111,0.2,0.03740740740740741,0.030521882470676776,0.044444444444444446,0.09722222222222222,0.2,0.03740740740740741,0.03645457329592201
temporal,validation,ungated_context_only,relevance_grade,1,has_context,False,78,63,15,0.01282051282051282,0.0,0.0,0.0,0.0,0.034188034188034185,0.015873015873015872,0.015873015873015872,0.005291005291005291,0.007936507936507936,0.041025641025641026,0.03599773242630385,0.06349206349206349,0.01560846560846561,0.01748359427014889,0.038461538461538464,0.08070672713529856,0.15873015873015872,0.028785588309397835,0.03168642846606274,0.03461538461538461,0.0952569916855631,0.19047619047619047,0.03094376152020262,0.03762106762239249
temporal,validation,ungated_context_only,relevance_grade,1,has_context,True,61,50,11,0.03278688524590164,0.0,0.0,0.0,0.0,0.03278688524590164,0.01,0.02,0.006666666666666666,0.0027541155237618665,0.029508196721311476,0.03,0.04,0.010666666666666666,0.010491171668452698,0.03442622950819672,0.0525,0.08,0.017333333333333333,0.018050401490022853,0.02950819672131148,0.075,0.1,0.019151515151515152,0.024491874731574395
temporal,validation,joint_gated,relevance_grade,1,query_language,EN,59,47,12,0.0,0.0,0.0,0.0,0.0,0.022598870056497175,0.02127659574468085,0.02127659574468085,0.0070921985815602835,0.010638297872340425,0.03728813559322034,0.047872340425531915,0.06382978723404255,0.017730496453900707,0.0226000295386601,0.03728813559322034,0.07535460992907801,0.1276595744680851,0.026063829787234045,0.031401527357064425,0.029661016949152547,0.08333333333333333,0.14893617021276595,0.027183650615901455,0.034855290232198764
temporal,validation,joint_gated,relevance_grade,1,query_language,ID,29,28,1,0.0,0.0,0.0,0.0,0.0,0.04597701149425287,0.03571428571428571,0.03571428571428571,0.011904761904761904,0.017857142857142856,0.05517241379310344,0.04285714285714286,0.07142857142857142,0.019047619047619046,0.01977330945165157,0.04482758620689656,0.12589285714285714,0.21428571428571427,0.03679138321995464,0.046067785377990736,0.039655172413793106,0.14375000000000002,0.25,0.03976757369614513,0.0519854912981775
temporal,validation,joint_gated,relevance_grade,1,query_language,MIXED,51,38,13,0.0,0.0,0.0,0.0,0.0,0.0261437908496732,0.013157894736842105,0.02631578947368421,0.008771929824561403,0.00362383621547614,0.03529411764705883,0.017543859649122806,0.05263157894736842,0.014035087719298246,0.00488507891186857,0.029411764705882356,0.017543859649122806,0.05263157894736842,0.014035087719298246,0.00483177205768705,0.029411764705882356,0.021929824561403508,0.05263157894736842,0.014035087719298246,0.007123513152344008
