protocol,split,candidate,reference,delta_ndcg,lower,upper,positive_queries,improved,worsened,unchanged
temporal,test,repaired_both_minus_context_bonus,hybrid,-0.0015755332538621312,-0.005729208375302615,0.0020793948902070574,110,2,4,104
temporal,test,repaired_both_minus_context_penalty,hybrid,-0.002576672500512686,-0.006357505003534517,0.00023757061627392956,110,1,4,105
temporal,test,repaired_fixed_bonuses,hybrid,0.00032972577764818955,-1.3802832993819509e-05,0.001067912229975675,110,2,1,107
temporal,test,repaired_fixed_penalties,hybrid,0.00032972577764818955,-1.3802832993819509e-05,0.001067912229975675,110,2,1,107
temporal,test,repaired_fixed_both,hybrid,0.00031015634905416065,-5.294169018187734e-05,0.0010419414626685406,110,2,1,107
temporal,test,repaired_both_minus_entity_bonus,repaired_both,0.001180329475226429,-0.00037857563877047735,0.003680831421636537,110,2,1,107
temporal,test,repaired_both_minus_entity_penalty,repaired_both,0.001180329475226429,-0.00037857563877047735,0.003680831421636537,110,2,1,107
temporal,test,repaired_both_minus_context_bonus,repaired_both,0.0010011392466505546,0.0,0.0030034177399516637,110,1,0,109
temporal,test,repaired_both_minus_context_penalty,repaired_both,0.0,0.0,0.0,110,0,0,110
temporal,test,repaired_fixed_both,repaired_fixed_bonuses,-1.9569428594028918e-05,-5.870828578208675e-05,0.0,110,0,1,109
query,validation,repaired_bonuses_only,hybrid,1.843788263817457e-05,-0.006740563627979143,0.009381563417484877,70,2,4,64
query,validation,repaired_penalties_only,hybrid,-0.0001135104621217266,-0.006813157260682683,0.009258162712318717,70,2,5,63
query,validation,repaired_both,hybrid,-0.0014874848451506245,-0.008833350488049565,0.007922636303556866,70,2,6,62
query,validation,repaired_both_minus_entity_bonus,hybrid,1.843788263817457e-05,-0.006740563627979143,0.009381563417484877,70,2,4,64
query,validation,repaired_both_minus_entity_penalty,hybrid,1.843788263817457e-05,-0.006740563627979143,0.009381563417484877,70,2,4,64
query,validation,repaired_both_minus_context_bonus,hybrid,-0.002213154713046835,-0.009972684074190788,0.00716195909828592,70,2,6,62
query,validation,repaired_both_minus_context_penalty,hybrid,-0.0014874848451506245,-0.008833350488049565,0.007922636303556866,70,2,6,62
query,validation,repaired_fixed_bonuses,hybrid,-0.0014180349292660596,-0.006212319775094658,0.001569877911227572,70,3,1,66
query,validation,repaired_fixed_penalties,hybrid,-0.0014180349292660596,-0.006212319775094658,0.001569877911227572,70,3,1,66
query,validation,repaired_fixed_both,hybrid,0.0012717336487816056,-0.00479898422722925,0.009808884272892308,70,3,1,66
query,validation,repaired_both_minus_entity_bonus,repaired_both,0.0015059227277887987,3.822803189779212e-05,0.003970514518213171,70,4,0,66
query,validation,repaired_both_minus_entity_penalty,repaired_both,0.0015059227277887987,3.822803189779212e-05,0.003970514518213171,70,4,0,66
query,validation,repaired_both_minus_context_bonus,repaired_both,-0.0007256698678962104,-0.0021770096036886314,0.0,70,0,1,69
query,validation,repaired_both_minus_context_penalty,repaired_both,0.0,0.0,0.0,70,0,0,70
query,validation,repaired_fixed_both,repaired_fixed_bonuses,0.0026897685780476652,-0.0010302733338099057,0.009614715734857854,70,1,1,68
query,test,repaired_bonuses_only,hybrid,-0.005428192865018001,-0.013324284513139823,-4.8862928106958705e-05,68,2,6,60
query,test,repaired_penalties_only,hybrid,-0.004667751328854921,-0.011480487565003396,-8.727411075076273e-05,68,2,6,60
query,test,repaired_both,hybrid,-0.00463814827163171,-0.011515229801638504,4.3191780393055225e-05,68,2,6,60
query,test,repaired_both_minus_entity_bonus,hybrid,-0.005428192865018001,-0.013324284513139823,-4.8862928106958705e-05,68,2,6,60
query,test,repaired_both_minus_entity_penalty,hybrid,-0.005428192865018001,-0.013324284513139823,-4.8862928106958705e-05,68,2,6,60
query,test,repaired_both_minus_context_bonus,hybrid,-0.004873006087171915,-0.011693888975414513,-0.00014301305834036967,68,2,6,60
query,test,repaired_both_minus_context_penalty,hybrid,-0.00463814827163171,-0.011515229801638504,4.3191780393055225e-05,68,2,6,60
query,test,repaired_fixed_bonuses,hybrid,-0.0022435821412967265,-0.006122711260306117,4.9238423170981775e-05,68,1,5,62
query,test,repaired_fixed_penalties,hybrid,-0.0022435821412967265,-0.006122711260306117,4.9238423170981775e-05,68,1,5,62
query,test,repaired_fixed_both,hybrid,-0.004189448985814446,-0.010783689538716478,3.585709889554259e-05,68,1,5,62
query,test,repaired_both_minus_entity_bonus,repaired_both,-0.0007900445933862902,-0.0025729230451965826,0.00042547593766228666,68,1,2,65
query,test,repaired_both_minus_entity_penalty,repaired_both,-0.0007900445933862902,-0.0025729230451965826,0.00042547593766228666,68,1,2,65
query,test,repaired_both_minus_context_bonus,repaired_both,-0.0002348578155402051,-0.0007045734466206153,0.0,68,0,1,67
query,test,repaired_both_minus_context_penalty,repaired_both,0.0,0.0,0.0,68,0,0,68
query,test,repaired_fixed_both,repaired_fixed_bonuses,-0.001945866844517719,-0.005821435575703576,0.0,68,0,2,66
query_dedup,validation,repaired_bonuses_only,hybrid,-0.0024056835492850216,-0.009801724920897497,0.004605831707275315,69,1,3,65
query_dedup,validation,repaired_penalties_only,hybrid,-0.0016756754585680806,-0.008579717879892281,0.005088327399350461,69,1,3,65
query_dedup,validation,repaired_both,hybrid,-0.002058284885638238,-0.009056925037136941,0.004662785035168582,69,1,4,64
query_dedup,validation,repaired_both_minus_entity_bonus,hybrid,-0.0024056835492850216,-0.009801724920897497,0.004605831707275315,69,1,3,65
query_dedup,validation,repaired_both_minus_entity_penalty,hybrid,-0.0024056835492850216,-0.009801724920897497,0.004605831707275315,69,1,3,65
query_dedup,validation,repaired_both_minus_context_bonus,hybrid,-0.002058284885638238,-0.009056925037136941,0.004662785035168582,69,1,4,64
query_dedup,validation,repaired_both_minus_context_penalty,hybrid,-0.002058284885638238,-0.009056925037136941,0.004662785035168582,69,1,4,64
query_dedup,validation,repaired_fixed_bonuses,hybrid,-0.0009141978221990438,-0.0079113136898294,0.006173638954377346,69,2,2,65
query_dedup,validation,repaired_fixed_penalties,hybrid,-0.0009141978221990438,-0.0079113136898294,0.006173638954377346,69,2,2,65
query_dedup,validation,repaired_fixed_both,hybrid,-0.0014368002378997206,-0.00805605839282383,0.005327202620018821,69,1,2,66
query_dedup,validation,repaired_both_minus_entity_bonus,repaired_both,-0.00034739866364678315,-0.0023063704561875815,0.0011478282812104734,69,2,1,66
query_dedup,validation,repaired_both_minus_entity_penalty,repaired_both,-0.00034739866364678315,-0.0023063704561875815,0.0011478282812104734,69,2,1,66
query_dedup,validation,repaired_both_minus_context_bonus,repaired_both,0.0,0.0,0.0,69,0,0,69
query_dedup,validation,repaired_both_minus_context_penalty,repaired_both,0.0,0.0,0.0,69,0,0,69
query_dedup,validation,repaired_fixed_both,repaired_fixed_bonuses,-0.0005226024157006768,-0.0015678072471020305,0.0,69,0,1,68
query_dedup,test,repaired_bonuses_only,hybrid,0.0031655293652018517,-0.0014407672932341222,0.010740719029009872,68,5,4,59
query_dedup,test,repaired_penalties_only,hybrid,0.0031458750117720727,-0.0014466200759529464,0.010710657707575996,68,5,4,59
query_dedup,test,repaired_both,hybrid,0.0036944169221260776,-0.0011131782477791115,0.011446500323912038,68,5,4,59
query_dedup,test,repaired_both_minus_entity_bonus,hybrid,0.0031655293652018517,-0.0014407672932341222,0.010740719029009872,68,5,4,59
query_dedup,test,repaired_both_minus_entity_penalty,hybrid,0.0031655293652018517,-0.0014407672932341222,0.010740719029009872,68,5,4,59
query_dedup,test,repaired_both_minus_context_bonus,hybrid,0.0034595591065858726,-0.0013481115896140823,0.011244876261399453,68,5,4,59
query_dedup,test,repaired_both_minus_context_penalty,hybrid,0.0036944169221260776,-0.0011131782477791115,0.011446500323912038,68,5,4,59
query_dedup,test,repaired_fixed_bonuses,hybrid,8.306161866082955e-05,-0.0002821857727600318,0.00045923872989927085,68,3,2,63
query_dedup,test,repaired_fixed_penalties,hybrid,8.306161866082955e-05,-0.0002821857727600318,0.00045923872989927085,68,3,2,63
query_dedup,test,repaired_fixed_both,hybrid,0.003382228782582642,-0.00017119848548080937,0.010112943014803765,68,4,2,62
query_dedup,test,repaired_both_minus_entity_bonus,repaired_both,-0.000528887556924226,-0.001363975998148103,0.0,68,0,2,66
query_dedup,test,repaired_both_minus_entity_penalty,repaired_both,-0.000528887556924226,-0.001363975998148103,0.0,68,0,2,66
query_dedup,test,repaired_both_minus_context_bonus,repaired_both,-0.0002348578155402051,-0.0007045734466206153,0.0,68,0,1,67
query_dedup,test,repaired_both_minus_context_penalty,repaired_both,0.0,0.0,0.0,68,0,0,68
query_dedup,test,repaired_fixed_both,repaired_fixed_bonuses,0.0032991671639218127,0.0,0.009897501491765439,68,1,0,67
