protocol,split,candidate,reference,delta_ndcg,lower,upper,positive_queries,improved,worsened,unchanged
temporal,validation,repaired:all_terms_minus_entity_penalty,repaired:r_e7_equivalent,-0.006471839320858949,-0.016052055714879748,0.00038374673686612597,113,1,5,107
temporal,validation,repaired:all_terms_minus_context_bonus,repaired:hybrid,0.0042320360170810265,-0.010297340136150059,0.021997213418173657,113,7,7,99
temporal,validation,repaired:all_terms_minus_context_bonus,repaired:signed_only,0.0022201524968595127,-0.010443101633469119,0.017093177533978255,113,7,6,100
temporal,validation,repaired:all_terms_minus_context_bonus,repaired:r_e7_equivalent,-0.001781403256808233,-0.008716606092929043,0.0028310353085574075,113,2,3,108
temporal,validation,repaired:all_terms_minus_context_penalty,repaired:hybrid,0.005954303911596077,-0.007191652400546292,0.023599447606729784,113,7,7,99
temporal,validation,repaired:all_terms_minus_context_penalty,repaired:signed_only,0.003942420391374563,-0.0075319760735348,0.0172916709964755,113,7,6,100
temporal,validation,repaired:all_terms_minus_context_penalty,repaired:r_e7_equivalent,-5.913536229318235e-05,-0.0011263750036071235,0.001437053509134608,113,1,3,109
temporal,validation,repaired:all_terms_minus_intent_bonus,repaired:hybrid,0.0017782547550193822,-0.0068509759909753205,0.01111439371339127,113,7,4,102
temporal,validation,repaired:all_terms_minus_intent_bonus,repaired:signed_only,-0.00023362876520213174,-0.0007008862956063952,0.0,113,0,1,112
temporal,validation,repaired:all_terms_minus_intent_bonus,repaired:r_e7_equivalent,-0.004235184518869877,-0.017591661377924946,0.00725597882941202,113,5,7,101
temporal,test,legacy:intent_only,legacy:hybrid,-0.00010572559686210693,-0.0006840543613801267,0.00041649537154373714,110,1,3,106
temporal,test,legacy:intent_only,legacy:signed_only,0.0024709469036505788,-0.0003823880834061254,0.006306169136944559,110,4,2,104
temporal,test,legacy:intent_only,legacy:r_e7_equivalent,-0.002996565783753145,-0.010650445314677686,0.003230089287912448,110,4,7,99
temporal,test,legacy:signed_only,legacy:hybrid,-0.002576672500512686,-0.006357505003534517,0.00023757061627392956,110,1,4,105
temporal,test,legacy:signed_only,legacy:r_e7_equivalent,-0.005467512687403723,-0.012686774435481824,0.000572763547244963,110,2,8,100
temporal,test,legacy:signed_plus_intent,legacy:hybrid,0.0011879696576639384,-0.00300749479759077,0.005361296942049699,110,6,4,100
temporal,test,legacy:signed_plus_intent,legacy:signed_only,0.003764642158176624,-0.0008194134702501004,0.00843195052731618,110,8,2,100
temporal,test,legacy:signed_plus_intent,legacy:r_e7_equivalent,-0.0017028705292270992,-0.008652768820703123,0.0018125121016616312,110,4,1,105
temporal,test,legacy:all_terms_nonzero,legacy:hybrid,0.0011879696576639384,-0.00300749479759077,0.005361296942049699,110,6,4,100
temporal,test,legacy:all_terms_nonzero,legacy:signed_only,0.003764642158176624,-0.0008194134702501004,0.00843195052731618,110,8,2,100
temporal,test,legacy:all_terms_nonzero,legacy:r_e7_equivalent,-0.0017028705292270992,-0.008652768820703123,0.0018125121016616312,110,4,1,105
temporal,test,legacy:prior_signed_plus_intent,legacy:hybrid,0.0038158317150992827,-0.002066540787492394,0.011276143829713623,110,7,4,99
temporal,test,legacy:prior_signed_plus_intent,legacy:signed_only,0.006392504215611969,3.69978988108961e-05,0.013868737152633653,110,9,2,99
temporal,test,legacy:prior_signed_plus_intent,legacy:r_e7_equivalent,0.0009249915282082447,6.168532026562017e-05,0.0021943557624519733,110,4,0,106
temporal,test,legacy:fixed_all_005_intent_020,legacy:hybrid,0.0028150541100728944,-0.002435528463723393,0.010252386895193321,110,3,3,104
temporal,test,legacy:fixed_all_005_intent_020,legacy:signed_only,0.005391726610585581,-0.001084170861841226,0.013545497054577452,110,6,2,102
temporal,test,legacy:fixed_all_005_intent_020,legacy:r_e7_equivalent,-7.578607681814292e-05,-0.0038370132695308055,0.003670706501306391,110,4,5,101
temporal,test,legacy:r_e7_equivalent,legacy:hybrid,0.0028908401868910374,-0.0032657781700124217,0.010480746442490375,110,6,5,99
temporal,test,legacy:r_e7_equivalent,legacy:signed_only,0.005467512687403723,-0.0005727635472449715,0.012686774435481817,110,8,2,100
temporal,test,legacy:all_terms_minus_entity_bonus,legacy:hybrid,0.00494252054820233,-0.0008758789768188875,0.012074139962297448,110,8,2,100
temporal,test,legacy:all_terms_minus_entity_bonus,legacy:signed_only,0.007519193048715014,0.0005232801455743538,0.015542795669982684,110,9,2,99
temporal,test,legacy:all_terms_minus_entity_bonus,legacy:r_e7_equivalent,0.0020516803613112923,-0.0009017045610849272,0.005406287569047473,110,6,2,102
temporal,test,legacy:all_terms_minus_entity_penalty,legacy:hybrid,0.00494252054820233,-0.0008758789768188875,0.012074139962297448,110,8,2,100
temporal,test,legacy:all_terms_minus_entity_penalty,legacy:signed_only,0.007519193048715014,0.0005232801455743538,0.015542795669982684,110,9,2,99
temporal,test,legacy:all_terms_minus_entity_penalty,legacy:r_e7_equivalent,0.0020516803613112923,-0.0009017045610849272,0.005406287569047473,110,6,2,102
temporal,test,legacy:all_terms_minus_context_bonus,legacy:hybrid,0.0011879696576639384,-0.00300749479759077,0.005361296942049699,110,6,4,100
temporal,test,legacy:all_terms_minus_context_bonus,legacy:signed_only,0.003764642158176624,-0.0008194134702501004,0.00843195052731618,110,8,2,100
temporal,test,legacy:all_terms_minus_context_bonus,legacy:r_e7_equivalent,-0.0017028705292270992,-0.008652768820703123,0.0018125121016616312,110,4,1,105
temporal,test,legacy:all_terms_minus_context_penalty,legacy:hybrid,0.0011879696576639384,-0.00300749479759077,0.005361296942049699,110,6,4,100
temporal,test,legacy:all_terms_minus_context_penalty,legacy:signed_only,0.003764642158176624,-0.0008194134702501004,0.00843195052731618,110,8,2,100
temporal,test,legacy:all_terms_minus_context_penalty,legacy:r_e7_equivalent,-0.0017028705292270992,-0.008652768820703123,0.0018125121016616312,110,4,1,105
temporal,test,legacy:all_terms_minus_intent_bonus,legacy:hybrid,-0.002576672500512686,-0.006357505003534517,0.00023757061627392956,110,1,4,105
temporal,test,legacy:all_terms_minus_intent_bonus,legacy:signed_only,0.0,0.0,0.0,110,0,0,110
temporal,test,legacy:all_terms_minus_intent_bonus,legacy:r_e7_equivalent,-0.005467512687403723,-0.012686774435481824,0.000572763547244963,110,2,8,100
temporal,test,repaired:intent_only,repaired:hybrid,-0.00010572559686210693,-0.0006840543613801267,0.00041649537154373714,110,1,3,106
temporal,test,repaired:intent_only,repaired:signed_only,0.0024709469036505788,-0.0003823880834061254,0.006306169136944559,110,4,2,104
temporal,test,repaired:intent_only,repaired:r_e7_equivalent,-0.0003687037263178006,-0.0044671461339916355,0.003990048366341122,110,4,6,100
temporal,test,repaired:signed_only,repaired:hybrid,-0.002576672500512686,-0.006357505003534517,0.00023757061627392956,110,1,4,105
temporal,test,repaired:signed_only,repaired:r_e7_equivalent,-0.0028396506299683795,-0.00720965301790209,0.0014422214951481929,110,2,7,101
temporal,test,repaired:signed_plus_intent,repaired:hybrid,0.0011879696576639384,-0.00300749479759077,0.005361296942049699,110,6,4,100
temporal,test,repaired:signed_plus_intent,repaired:signed_only,0.003764642158176624,-0.0008194134702501004,0.00843195052731618,110,8,2,100
temporal,test,repaired:signed_plus_intent,repaired:r_e7_equivalent,0.0009249915282082447,6.168532026562017e-05,0.0021943557624519733,110,4,0,106
temporal,test,repaired:all_terms_nonzero,repaired:hybrid,0.0011879696576639384,-0.00300749479759077,0.005361296942049699,110,6,4,100
temporal,test,repaired:all_terms_nonzero,repaired:signed_only,0.003764642158176624,-0.0008194134702501004,0.00843195052731618,110,8,2,100
temporal,test,repaired:all_terms_nonzero,repaired:r_e7_equivalent,0.0009249915282082447,6.168532026562017e-05,0.0021943557624519733,110,4,0,106
temporal,test,repaired:prior_signed_plus_intent,repaired:hybrid,0.0011879696576639384,-0.00300749479759077,0.005361296942049699,110,6,4,100
temporal,test,repaired:prior_signed_plus_intent,repaired:signed_only,0.003764642158176624,-0.0008194134702501004,0.00843195052731618,110,8,2,100
temporal,test,repaired:prior_signed_plus_intent,repaired:r_e7_equivalent,0.0009249915282082447,6.168532026562017e-05,0.0021943557624519733,110,4,0,106
temporal,test,repaired:fixed_all_005_intent_020,repaired:hybrid,7.841778585488357e-05,-0.0034051290881639234,0.003309471795854069,110,2,3,105
temporal,test,repaired:fixed_all_005_intent_020,repaired:signed_only,0.00265509028636757,-0.0020752776015030964,0.007638774655865697,110,5,2,103
temporal,test,repaired:fixed_all_005_intent_020,repaired:r_e7_equivalent,-0.00018456034360080995,-0.0038853657438242648,0.003555337615837778,110,3,5,102
temporal,test,repaired:r_e7_equivalent,repaired:hybrid,0.0002629781294556937,-0.004081357415841605,0.004409969460378593,110,5,5,100
temporal,test,repaired:r_e7_equivalent,repaired:signed_only,0.0028396506299683795,-0.0014422214951481974,0.007209653017902088,110,7,2,101
temporal,test,repaired:all_terms_minus_entity_bonus,repaired:hybrid,0.002314658490766986,-0.0016889613470602056,0.006320689127844238,110,7,2,101
temporal,test,repaired:all_terms_minus_entity_bonus,repaired:signed_only,0.004891330991279672,-0.000454687995878142,0.010586207280706028,110,8,2,100
temporal,test,repaired:all_terms_minus_entity_bonus,repaired:r_e7_equivalent,0.0020516803613112923,-0.0009017045610849272,0.005406287569047473,110,6,2,102
temporal,test,repaired:all_terms_minus_entity_penalty,repaired:hybrid,0.002314658490766986,-0.0016889613470602056,0.006320689127844238,110,7,2,101
temporal,test,repaired:all_terms_minus_entity_penalty,repaired:signed_only,0.004891330991279672,-0.000454687995878142,0.010586207280706028,110,8,2,100
temporal,test,repaired:all_terms_minus_entity_penalty,repaired:r_e7_equivalent,0.0020516803613112923,-0.0009017045610849272,0.005406287569047473,110,6,2,102
temporal,test,repaired:all_terms_minus_context_bonus,repaired:hybrid,0.0011879696576639384,-0.00300749479759077,0.005361296942049699,110,6,4,100
temporal,test,repaired:all_terms_minus_context_bonus,repaired:signed_only,0.003764642158176624,-0.0008194134702501004,0.00843195052731618,110,8,2,100
temporal,test,repaired:all_terms_minus_context_bonus,repaired:r_e7_equivalent,0.0009249915282082447,6.168532026562017e-05,0.0021943557624519733,110,4,0,106
temporal,test,repaired:all_terms_minus_context_penalty,repaired:hybrid,0.0011879696576639384,-0.00300749479759077,0.005361296942049699,110,6,4,100
temporal,test,repaired:all_terms_minus_context_penalty,repaired:signed_only,0.003764642158176624,-0.0008194134702501004,0.00843195052731618,110,8,2,100
temporal,test,repaired:all_terms_minus_context_penalty,repaired:r_e7_equivalent,0.0009249915282082447,6.168532026562017e-05,0.0021943557624519733,110,4,0,106
temporal,test,repaired:all_terms_minus_intent_bonus,repaired:hybrid,-0.002576672500512686,-0.006357505003534517,0.00023757061627392956,110,1,4,105
temporal,test,repaired:all_terms_minus_intent_bonus,repaired:signed_only,0.0,0.0,0.0,110,0,0,110
temporal,test,repaired:all_terms_minus_intent_bonus,repaired:r_e7_equivalent,-0.0028396506299683795,-0.00720965301790209,0.0014422214951481929,110,2,7,101
query,validation,legacy:intent_only,legacy:hybrid,-0.002097902179540678,-0.006607846112917389,0.0005404723249563589,70,1,4,65
query,validation,legacy:intent_only,legacy:signed_only,-0.0006104173343900533,-0.00911878049521415,0.0051476425733257445,70,5,3,62
query,validation,legacy:intent_only,legacy:r_e7_equivalent,0.003203276923535712,-0.0046639053090509214,0.01271254688400211,70,5,4,61
query,validation,legacy:signed_only,legacy:hybrid,-0.0014874848451506245,-0.008833350488049565,0.007922636303556866,70,2,6,62
query,validation,legacy:signed_only,legacy:r_e7_equivalent,0.0038136942579257657,-0.005565878466936074,0.01563152883681203,70,3,6,61
query,validation,legacy:signed_plus_intent,legacy:hybrid,-0.004793262336609326,-0.01295168421281118,0.0024526705042582087,70,2,6,62
query,validation,legacy:signed_plus_intent,legacy:signed_only,-0.0033057774914587016,-0.013514128037538101,0.004650167895528427,70,5,3,62
query,validation,legacy:signed_plus_intent,legacy:r_e7_equivalent,0.0005079167664670644,-0.0038748483440342917,0.0048178987798805605,70,3,4,63
query,validation,legacy:all_terms_nonzero,legacy:hybrid,-0.004793262336609326,-0.01295168421281118,0.0024526705042582087,70,2,6,62
query,validation,legacy:all_terms_nonzero,legacy:signed_only,-0.0033057774914587016,-0.013514128037538101,0.004650167895528427,70,5,3,62
query,validation,legacy:all_terms_nonzero,legacy:r_e7_equivalent,0.0005079167664670644,-0.0038748483440342917,0.0048178987798805605,70,3,4,63
query,validation,legacy:prior_signed_plus_intent,legacy:hybrid,-0.004722767632617561,-0.012861767773672407,0.0024980945474055464,70,3,6,61
query,validation,legacy:prior_signed_plus_intent,legacy:signed_only,-0.003235282787466936,-0.013420913392561448,0.0047248368032657626,70,5,3,62
query,validation,legacy:prior_signed_plus_intent,legacy:r_e7_equivalent,0.0005784114704588301,-0.0037795606084216516,0.0048918037301119086,70,3,3,64
query,validation,legacy:fixed_all_005_intent_020,legacy:hybrid,-0.0004898440218535275,-0.006321463488902324,0.004937643483757041,70,2,2,66
query,validation,legacy:fixed_all_005_intent_020,legacy:signed_only,0.000997640823297097,-0.008001794902273629,0.008622717812229673,70,5,2,63
query,validation,legacy:fixed_all_005_intent_020,legacy:r_e7_equivalent,0.0048113350812228626,-0.0034767088967620147,0.014970303842380926,70,6,2,62
query,validation,legacy:r_e7_equivalent,legacy:hybrid,-0.005301179103076391,-0.015590222470510683,0.0035396025392984954,70,4,6,60
query,validation,legacy:r_e7_equivalent,legacy:signed_only,-0.0038136942579257657,-0.015631528836812042,0.005565878466936073,70,6,3,61
query,validation,legacy:all_terms_minus_entity_bonus,legacy:hybrid,-0.0041990270126598915,-0.012776385261658496,0.003273290639237794,70,4,5,61
query,validation,legacy:all_terms_minus_entity_bonus,legacy:signed_only,-0.0027115421675092677,-0.013112649866648682,0.0059516628198476584,70,5,3,62
query,validation,legacy:all_terms_minus_entity_bonus,legacy:r_e7_equivalent,0.0011021520904164993,-0.0039005821965848726,0.006428815475487742,70,4,2,64
query,validation,legacy:all_terms_minus_entity_penalty,legacy:hybrid,-0.0041990270126598915,-0.012776385261658496,0.003273290639237794,70,4,5,61
query,validation,legacy:all_terms_minus_entity_penalty,legacy:signed_only,-0.0027115421675092677,-0.013112649866648682,0.0059516628198476584,70,5,3,62
query,validation,legacy:all_terms_minus_entity_penalty,legacy:r_e7_equivalent,0.0011021520904164993,-0.0039005821965848726,0.006428815475487742,70,4,2,64
query,validation,legacy:all_terms_minus_context_bonus,legacy:hybrid,-0.003608703898858116,-0.010712088756796734,0.002935381722466399,70,2,7,61
query,validation,legacy:all_terms_minus_context_bonus,legacy:signed_only,-0.002121219053707492,-0.011962155635135118,0.005115752462813089,70,4,4,62
query,validation,legacy:all_terms_minus_context_bonus,legacy:r_e7_equivalent,0.0016924752042182742,-0.0033119369606100144,0.006917787029342582,70,4,4,62
query,validation,legacy:all_terms_minus_context_penalty,legacy:hybrid,-0.004793262336609326,-0.01295168421281118,0.0024526705042582087,70,2,6,62
query,validation,legacy:all_terms_minus_context_penalty,legacy:signed_only,-0.0033057774914587016,-0.013514128037538101,0.004650167895528427,70,5,3,62
query,validation,legacy:all_terms_minus_context_penalty,legacy:r_e7_equivalent,0.0005079167664670644,-0.0038748483440342917,0.0048178987798805605,70,3,4,63
query,validation,legacy:all_terms_minus_intent_bonus,legacy:hybrid,-0.002213154713046835,-0.009972684074190788,0.00716195909828592,70,2,6,62
query,validation,legacy:all_terms_minus_intent_bonus,legacy:signed_only,-0.0007256698678962104,-0.0021770096036886314,0.0,70,0,1,69
query,validation,legacy:all_terms_minus_intent_bonus,legacy:r_e7_equivalent,0.003088024390029556,-0.006571944176211878,0.015001743389654073,70,3,6,61
query,validation,repaired:intent_only,repaired:hybrid,-0.002097902179540678,-0.006607846112917389,0.0005404723249563589,70,1,4,65
query,validation,repaired:intent_only,repaired:signed_only,-0.0006104173343900533,-0.00911878049521415,0.0051476425733257445,70,5,3,62
query,validation,repaired:intent_only,repaired:r_e7_equivalent,0.003203276923535712,-0.0046639053090509214,0.01271254688400211,70,5,4,61
query,validation,repaired:signed_only,repaired:hybrid,-0.0014874848451506245,-0.008833350488049565,0.007922636303556866,70,2,6,62
query,validation,repaired:signed_only,repaired:r_e7_equivalent,0.0038136942579257657,-0.005565878466936074,0.01563152883681203,70,3,6,61
query,validation,repaired:signed_plus_intent,repaired:hybrid,-0.004793262336609326,-0.01295168421281118,0.0024526705042582087,70,2,6,62
query,validation,repaired:signed_plus_intent,repaired:signed_only,-0.0033057774914587016,-0.013514128037538101,0.004650167895528427,70,5,3,62
query,validation,repaired:signed_plus_intent,repaired:r_e7_equivalent,0.0005079167664670644,-0.0038748483440342917,0.0048178987798805605,70,3,4,63
query,validation,repaired:all_terms_nonzero,repaired:hybrid,-0.004793262336609326,-0.01295168421281118,0.0024526705042582087,70,2,6,62
query,validation,repaired:all_terms_nonzero,repaired:signed_only,-0.0033057774914587016,-0.013514128037538101,0.004650167895528427,70,5,3,62
query,validation,repaired:all_terms_nonzero,repaired:r_e7_equivalent,0.0005079167664670644,-0.0038748483440342917,0.0048178987798805605,70,3,4,63
query,validation,repaired:prior_signed_plus_intent,repaired:hybrid,-0.004722767632617561,-0.012861767773672407,0.0024980945474055464,70,3,6,61
query,validation,repaired:prior_signed_plus_intent,repaired:signed_only,-0.003235282787466936,-0.013420913392561448,0.0047248368032657626,70,5,3,62
query,validation,repaired:prior_signed_plus_intent,repaired:r_e7_equivalent,0.0005784114704588301,-0.0037795606084216516,0.0048918037301119086,70,3,3,64
query,validation,repaired:fixed_all_005_intent_020,repaired:hybrid,-0.0004898440218535275,-0.006321463488902324,0.004937643483757041,70,2,2,66
query,validation,repaired:fixed_all_005_intent_020,repaired:signed_only,0.000997640823297097,-0.008001794902273629,0.008622717812229673,70,5,2,63
query,validation,repaired:fixed_all_005_intent_020,repaired:r_e7_equivalent,0.0048113350812228626,-0.0034767088967620147,0.014970303842380926,70,6,2,62
query,validation,repaired:r_e7_equivalent,repaired:hybrid,-0.005301179103076391,-0.015590222470510683,0.0035396025392984954,70,4,6,60
query,validation,repaired:r_e7_equivalent,repaired:signed_only,-0.0038136942579257657,-0.015631528836812042,0.005565878466936073,70,6,3,61
query,validation,repaired:all_terms_minus_entity_bonus,repaired:hybrid,-0.0041990270126598915,-0.012776385261658496,0.003273290639237794,70,4,5,61
query,validation,repaired:all_terms_minus_entity_bonus,repaired:signed_only,-0.0027115421675092677,-0.013112649866648682,0.0059516628198476584,70,5,3,62
query,validation,repaired:all_terms_minus_entity_bonus,repaired:r_e7_equivalent,0.0011021520904164993,-0.0039005821965848726,0.006428815475487742,70,4,2,64
query,validation,repaired:all_terms_minus_entity_penalty,repaired:hybrid,-0.0041990270126598915,-0.012776385261658496,0.003273290639237794,70,4,5,61
query,validation,repaired:all_terms_minus_entity_penalty,repaired:signed_only,-0.0027115421675092677,-0.013112649866648682,0.0059516628198476584,70,5,3,62
query,validation,repaired:all_terms_minus_entity_penalty,repaired:r_e7_equivalent,0.0011021520904164993,-0.0039005821965848726,0.006428815475487742,70,4,2,64
query,validation,repaired:all_terms_minus_context_bonus,repaired:hybrid,-0.003608703898858116,-0.010712088756796734,0.002935381722466399,70,2,7,61
query,validation,repaired:all_terms_minus_context_bonus,repaired:signed_only,-0.002121219053707492,-0.011962155635135118,0.005115752462813089,70,4,4,62
query,validation,repaired:all_terms_minus_context_bonus,repaired:r_e7_equivalent,0.0016924752042182742,-0.0033119369606100144,0.006917787029342582,70,4,4,62
query,validation,repaired:all_terms_minus_context_penalty,repaired:hybrid,-0.004793262336609326,-0.01295168421281118,0.0024526705042582087,70,2,6,62
