query_id,has_disease,has_molecule,has_drug_class,n_entities,has_multiple_molecules,has_age,has_year,has_renal_constraint,has_dose,has_route,has_pregnancy_context,comparison_flag,negation_flag
Q093,1,1,1,5,1,0,0,0,0,0,0,0,0
Q094,1,1,1,3,0,0,1,0,0,0,0,0,0
Q095,1,1,1,3,0,0,0,0,0,0,0,0,0
Q096,1,1,1,3,0,0,0,0,0,0,0,0,0
Q097,1,1,1,3,0,1,0,0,1,0,0,0,0
Q098,1,1,1,3,0,0,1,0,0,0,0,0,0
Q099,1,1,1,3,0,0,0,0,1,0,0,0,0
Q100,1,1,1,3,0,0,0,0,0,0,0,0,0
Q101,1,1,1,5,1,0,0,0,0,0,0,0,0
Q102,1,1,1,3,0,0,0,0,0,0,0,0,0
Q103,1,1,1,3,0,0,0,0,0,0,0,0,0
Q104,1,1,1,3,0,0,0,0,1,0,0,0,0
Q105,1,1,1,3,0,0,1,0,0,0,0,0,0
Q106,1,1,1,3,0,0,0,0,0,0,0,0,0
Q107,1,1,1,3,0,0,0,0,0,0,0,0,0
Q108,1,1,1,3,0,0,0,0,0,0,0,0,0
Q109,1,1,1,3,0,0,0,0,0,0,0,0,0
Q110,1,1,1,3,0,0,0,0,1,0,0,0,0
Q111,1,1,1,3,0,0,0,0,0,0,0,0,0
Q112,1,1,1,5,1,0,0,0,0,0,0,1,0
Q113,1,1,1,3,0,0,1,0,0,0,0,0,0
Q114,1,1,1,3,0,0,0,0,0,0,0,1,0
Q115,1,1,1,3,0,0,0,0,1,0,0,0,0
Q116,1,1,1,3,0,1,0,0,0,0,0,0,0
Q117,1,1,1,3,0,0,0,0,0,0,0,0,0
Q118,1,1,1,3,0,0,0,0,1,0,0,0,0
Q119,1,1,1,3,0,0,0,0,0,0,0,0,0
Q120,1,1,1,3,0,0,0,0,0,0,0,0,0
Q121,1,1,1,3,0,0,0,0,0,0,0,0,0
Q122,1,1,1,3,0,1,0,0,1,0,0,0,0
Q123,1,1,1,3,0,0,0,0,0,0,0,0,0
Q124,1,1,1,3,0,0,0,0,0,0,0,0,0
Q125,1,1,1,3,0,0,0,0,0,0,0,0,0
Q126,1,1,1,3,0,0,0,0,0,0,0,0,0
Q127,1,1,1,3,0,0,0,0,0,0,0,0,0
Q128,1,1,1,3,0,0,1,0,0,0,0,0,0
Q129,1,1,1,3,0,0,0,0,0,0,1,0,0
Q130,1,1,1,3,0,0,0,0,1,0,0,0,0
Q131,1,1,1,3,0,0,0,0,0,0,0,0,0
Q132,1,1,1,3,0,0,0,0,1,0,0,0,0
Q133,1,1,1,3,0,0,0,0,0,0,0,0,0
Q134,1,1,1,3,0,0,0,0,0,0,0,0,0
Q135,1,1,1,3,0,0,0,0,1,0,0,0,0
Q136,1,1,1,3,0,0,0,0,0,0,1,0,0
Q137,1,1,1,3,0,0,0,0,0,0,0,0,0
Q138,1,1,1,3,0,0,0,0,0,0,1,0,0
Q139,1,1,1,3,0,0,0,0,1,0,0,0,0
Q140,1,1,1,3,0,0,0,0,0,0,0,0,0
Q141,1,1,1,3,0,0,0,0,0,0,0,0,0
Q142,1,1,1,3,0,0,0,0,0,0,0,0,0
Q143,1,1,1,3,0,0,0,0,0,0,0,0,0
Q144,1,1,1,3,0,0,0,0,1,0,0,0,0
Q145,1,1,1,3,0,0,0,0,0,0,0,0,0
Q146,1,1,1,4,1,0,0,0,0,0,0,1,0
Q147,1,1,1,3,0,0,0,0,0,0,0,0,0
Q148,1,1,1,3,0,0,0,1,1,0,0,0,0
Q149,1,1,1,3,0,0,0,0,0,0,0,0,0
Q150,1,1,1,3,0,0,0,0,0,0,1,1,0
Q151,1,1,1,3,0,0,1,0,0,0,1,0,0
Q152,1,1,1,3,0,0,0,0,0,0,0,0,0
Q153,1,1,1,3,0,0,1,0,0,0,0,0,0
Q154,1,1,1,3,0,0,0,0,1,0,0,0,0
Q155,1,1,1,3,0,0,0,0,0,0,0,0,1
Q156,1,1,1,3,0,0,0,0,0,0,0,0,0
Q157,1,1,1,3,0,0,0,0,0,0,1,0,0
Q158,1,1,1,3,0,0,0,0,0,0,0,0,0
Q159,1,1,1,3,0,0,0,0,0,0,0,0,0
Q160,1,1,1,3,0,1,0,0,1,0,0,0,0
Q161,1,1,1,3,0,1,0,0,1,0,1,0,0
Q162,1,1,1,3,0,0,0,0,0,0,0,0,0
Q163,1,1,1,3,0,0,0,0,0,0,0,0,0
Q164,1,1,1,3,0,0,0,0,0,0,0,0,0
Q165,1,1,1,3,0,0,0,0,1,0,0,0,0
Q166,1,1,1,3,0,0,0,0,0,0,0,0,0
Q167,1,1,1,4,1,0,0,0,0,0,0,0,0
Q168,1,1,1,3,0,0,1,0,0,0,0,0,0
Q169,1,1,1,3,0,0,0,0,0,0,0,0,0
Q170,1,1,1,3,0,0,0,0,0,0,1,1,0
Q171,1,1,1,3,0,0,0,0,0,0,0,0,0
Q172,1,1,1,3,0,0,0,0,0,0,0,0,0
Q173,1,1,1,3,0,0,0,0,0,0,0,0,0
Q174,1,1,1,3,0,0,0,0,0,0,0,0,0
Q175,1,1,1,3,0,0,0,0,1,0,0,0,0
Q176,1,1,1,3,0,0,0,0,0,0,0,0,0
Q177,1,1,1,3,0,0,0,0,0,0,0,0,0
Q178,1,1,1,3,0,0,0,0,0,0,0,0,0
Q179,1,1,1,3,0,0,0,0,0,0,0,0,0
Q180,1,1,1,3,0,0,1,0,0,0,0,0,0
Q181,1,1,1,3,0,0,0,0,1,0,0,0,0
Q182,1,1,1,3,0,0,0,1,0,0,0,0,0
Q183,1,1,1,3,0,1,0,0,1,0,1,0,0
Q184,1,1,1,3,0,0,0,0,0,0,0,0,0
Q185,1,1,1,3,0,0,0,0,1,0,0,0,0
Q186,1,1,1,3,0,0,0,0,1,0,0,0,0
Q187,1,1,1,3,0,0,0,0,1,0,0,0,1
Q188,1,1,1,5,1,0,0,0,0,0,0,0,0
Q189,1,1,1,3,0,0,0,1,1,0,0,0,0
Q190,1,1,1,3,0,0,0,0,0,0,0,0,0
Q191,1,1,1,3,0,0,0,1,1,0,0,0,0
Q192,1,1,1,3,0,0,0,0,1,0,0,0,0
Q193,1,1,1,3,0,0,0,0,0,0,0,0,0
Q194,1,1,1,3,0,0,0,0,0,0,0,0,0
Q195,1,1,1,3,0,0,0,0,0,0,0,0,0
Q196,1,1,1,3,0,0,0,0,0,0,0,0,0
Q197,1,1,1,3,0,0,0,0,0,0,0,0,0
Q198,1,1,1,3,0,0,1,0,0,0,0,0,0
Q199,1,1,1,3,0,0,0,0,1,0,0,0,0
Q200,1,1,1,3,0,0,0,0,0,0,0,0,0
Q201,1,1,1,4,1,0,0,0,0,0,0,0,0
Q202,1,1,1,3,0,0,0,0,0,0,0,0,0
Q203,1,1,1,3,0,0,0,0,0,0,1,0,0
Q204,1,1,1,3,0,0,0,0,0,0,0,0,0
Q205,1,1,1,3,0,0,0,0,0,0,0,0,0
Q206,1,1,1,3,0,1,0,0,1,0,0,0,0
Q207,1,1,1,3,0,0,0,0,0,0,0,0,0
Q208,1,1,1,3,0,0,0,0,0,0,0,0,0
Q209,1,1,1,3,0,0,0,0,0,0,0,0,0
Q210,1,1,1,5,1,0,0,0,0,0,0,0,0
Q211,1,1,1,3,0,0,0,0,0,0,0,0,0
Q212,1,1,1,3,0,0,0,0,0,0,0,0,0
Q213,1,1,1,3,0,0,0,0,0,0,0,0,0
Q214,1,1,1,3,0,0,0,0,1,0,0,0,0
Q215,1,1,1,5,1,0,0,0,0,0,0,0,0
Q216,1,1,1,3,0,0,1,0,0,0,0,0,0
Q217,1,1,1,3,0,0,0,0,0,0,0,0,0
Q218,1,1,1,3,0,0,0,0,0,0,0,0,0
Q219,1,1,1,3,0,0,0,0,0,0,0,0,0
Q220,1,1,1,3,0,0,0,0,1,0,0,0,0
Q221,1,1,1,3,0,0,0,0,0,0,0,0,0
Q222,1,1,1,3,0,0,0,0,0,0,0,0,0
Q223,1,1,1,3,0,0,0,0,0,0,0,0,0
Q224,1,1,1,3,0,0,0,0,1,0,0,0,0
Q225,1,1,1,3,0,1,0,0,0,0,0,0,0
Q226,1,1,1,3,0,0,0,0,0,0,0,0,0
Q227,1,1,1,3,0,0,0,0,0,0,0,0,0
Q228,1,1,1,3,0,0,0,0,0,0,0,0,0
Q229,1,1,1,3,0,0,0,0,0,0,0,0,0
Q230,1,1,1,3,0,0,0,0,0,0,0,0,0
Q231,1,1,1,5,1,0,0,0,0,0,0,0,1
Q232,1,1,1,3,0,0,0,0,0,0,0,0,0
Q233,1,1,1,3,0,0,0,0,0,0,0,0,0
Q234,1,1,1,3,0,0,0,0,0,0,0,0,0
Q235,1,1,1,3,0,0,0,0,0,0,0,1,0
Q236,1,1,1,3,0,0,0,0,0,0,0,0,0
Q237,1,1,1,3,0,0,0,0,0,0,0,0,0
Q238,1,1,1,3,0,0,0,0,0,0,1,0,0
Q239,1,1,1,3,0,1,0,0,1,0,0,0,0
Q240,1,1,1,3,0,0,1,0,0,0,0,0,0
Q241,1,1,1,3,0,0,0,0,1,0,0,0,0
Q242,1,1,1,3,0,0,1,0,0,0,0,0,0
Q243,1,1,1,3,0,0,0,0,1,0,0,0,0
Q244,1,1,1,4,1,0,0,0,0,0,0,1,0
Q245,1,1,1,3,0,0,0,0,0,0,0,0,0
Q246,1,1,1,3,0,0,0,0,0,0,0,0,0
Q247,1,1,1,5,1,0,0,0,0,0,0,0,0
Q248,1,1,1,3,0,0,0,0,0,0,0,0,0
Q249,1,1,1,3,0,1,0,0,1,0,0,0,0
Q250,1,1,1,3,0,0,0,0,0,0,0,0,0
Q251,1,1,1,3,0,0,0,0,0,0,0,0,0
Q252,1,1,1,3,0,0,1,0,0,0,0,0,0
Q253,1,1,1,3,0,0,0,0,0,0,0,0,0
Q254,1,1,1,3,0,0,0,0,0,0,0,0,0
Q255,1,1,1,3,0,0,0,0,0,0,0,0,0
Q256,1,1,1,3,0,0,0,0,0,0,0,0,0
Q257,1,1,1,3,0,0,0,0,0,0,0,0,0
Q258,1,1,1,3,0,0,0,0,0,0,0,0,0
Q259,1,1,1,3,0,0,0,0,0,0,0,0,0
Q260,1,1,1,3,0,0,0,0,0,0,0,0,0
Q261,1,1,1,3,0,0,0,0,0,0,0,0,0
Q262,1,1,1,5,1,0,0,0,0,0,0,0,1
Q263,1,1,1,3,0,0,0,0,0,0,0,0,0
Q264,1,1,1,3,0,0,0,0,1,0,0,0,0
Q265,1,1,1,3,0,0,0,1,1,0,0,0,0
Q266,1,1,1,3,0,0,0,0,0,0,0,0,0
Q267,1,1,1,3,0,0,0,0,0,0,0,0,0
Q268,1,1,1,3,0,0,0,0,0,0,1,0,0
Q269,1,1,1,3,0,0,0,0,0,0,0,0,0
Q270,1,1,1,3,0,1,0,0,1,0,0,0,0
Q271,1,1,1,5,1,0,0,0,0,0,0,0,0
Q272,1,1,1,3,0,0,0,0,0,0,0,0,0
Q273,1,1,1,3,0,0,1,0,0,0,0,0,0
Q274,1,1,1,3,0,0,0,0,0,0,0,0,0
Q275,1,1,1,3,0,0,0,0,0,0,0,0,0
Q276,1,1,1,3,0,0,0,0,0,0,0,0,0
Q277,1,1,1,3,0,0,0,0,1,0,0,0,0
Q278,1,1,1,3,0,0,0,0,0,0,0,0,0
Q279,1,1,1,3,0,0,0,0,0,0,0,0,0
Q280,1,1,1,3,0,0,0,0,0,0,0,0,0
Q281,1,1,1,3,0,0,0,0,0,0,0,0,0
Q282,1,1,1,3,0,0,0,0,0,0,0,0,0
Q283,1,1,1,3,0,0,0,0,0,0,1,0,0
Q284,1,1,1,3,0,0,0,0,0,0,0,0,0
Q285,1,1,1,5,1,0,0,0,0,0,0,1,0
Q286,1,1,1,3,0,0,0,0,0,0,0,0,0
Q287,1,1,1,3,0,0,0,0,0,0,0,0,0
Q288,1,1,1,3,0,0,0,0,0,0,0,0,0
Q289,1,1,1,3,0,0,0,0,0,0,1,0,0
Q290,1,1,1,3,0,0,0,0,0,0,0,0,0
Q291,1,1,1,3,0,0,0,0,0,0,0,0,0
Q292,1,1,1,3,0,0,0,0,0,0,0,1,0
Q293,1,1,1,5,1,0,0,0,0,0,0,0,0
Q294,1,1,1,3,0,0,0,0,1,0,0,0,0
Q295,1,1,1,5,1,0,0,0,0,0,0,0,0
Q296,1,1,1,4,1,0,0,0,0,0,0,0,0
Q297,1,1,1,3,0,0,0,0,0,0,0,0,0
Q298,1,1,1,4,1,0,0,0,0,0,0,0,0
Q299,1,1,1,3,0,0,0,0,1,0,0,0,0
Q300,1,1,1,3,0,0,0,0,1,0,0,0,1
Q301,1,1,1,3,0,0,0,0,0,0,0,0,0
Q302,1,1,1,3,0,0,0,0,1,0,0,0,0
Q303,1,1,1,3,0,0,0,0,0,0,0,0,0
Q304,1,1,1,3,0,0,0,0,0,0,0,0,0
Q305,1,1,1,3,0,0,0,0,0,0,0,0,0
Q306,1,1,1,3,0,0,0,0,0,0,0,0,0
Q307,1,1,1,3,0,0,0,0,0,0,1,0,0
Q308,1,1,1,3,0,0,0,0,0,0,0,0,0
Q309,1,1,1,3,0,0,0,0,0,0,0,0,0
Q310,1,1,1,3,0,0,0,0,0,0,0,0,0
Q311,1,1,1,3,0,0,0,0,0,0,0,0,0
Q312,1,1,1,3,0,0,0,0,0,0,0,0,0
Q313,1,1,1,3,0,0,0,0,0,0,0,0,0
Q314,1,1,1,4,1,0,0,0,0,0,0,0,0
Q315,1,1,1,3,0,0,1,0,0,0,0,0,0
Q316,1,1,1,4,1,0,0,0,0,0,0,1,0
Q317,1,1,1,3,0,0,0,0,0,0,0,0,0
Q318,1,1,1,5,1,0,0,0,0,0,0,1,0
Q319,1,1,1,3,0,0,0,0,1,0,0,0,0
Q320,1,1,1,3,0,0,0,0,0,0,0,0,0
Q321,1,1,1,4,1,0,0,0,0,0,0,0,0
Q322,1,1,1,3,0,0,0,0,1,0,0,0,0
Q323,1,1,1,3,0,0,0,0,0,1,0,0,0
Q324,1,1,1,3,0,0,0,0,0,0,0,0,0
Q325,1,1,1,3,0,0,0,0,0,0,0,0,0
Q326,1,1,1,3,0,0,0,0,0,0,0,0,0
Q327,1,1,1,3,0,0,0,0,0,0,0,0,1
Q328,1,1,1,5,1,0,0,0,0,0,0,0,1
Q329,1,1,1,3,0,0,0,0,0,0,0,0,0
Q330,1,1,1,3,0,0,0,0,0,0,0,0,0
Q331,1,1,1,3,0,0,0,1,1,0,0,0,0
Q332,1,1,1,3,0,0,0,0,0,0,0,0,0
Q333,1,1,1,3,0,0,0,0,0,0,0,0,0
Q334,1,1,1,3,0,0,0,0,0,0,0,0,0
Q335,1,1,1,5,1,0,0,0,0,0,0,1,0
Q336,1,1,1,3,0,0,0,0,0,0,0,0,0
Q337,1,1,1,3,0,0,0,0,0,0,0,0,0
Q338,1,1,1,3,0,0,0,0,0,0,0,1,0
Q339,1,1,1,3,0,0,0,0,0,0,0,1,0
Q340,1,1,1,3,0,0,1,0,0,0,0,0,0
Q341,1,1,1,5,1,0,0,0,0,0,0,0,0
Q342,1,1,1,3,0,0,0,0,1,0,0,0,0
Q343,1,1,1,3,0,0,0,0,0,0,0,0,0
Q344,1,1,1,3,0,0,0,0,0,0,0,0,0
Q345,1,1,1,3,0,0,0,0,0,0,0,0,0
Q346,1,1,1,3,0,0,0,1,1,0,0,0,0
Q347,1,1,1,3,0,0,0,0,1,0,0,0,0
Q348,1,1,1,3,0,0,0,0,0,0,0,0,0
Q349,1,1,1,3,0,0,0,0,1,0,0,0,0
Q350,1,1,1,3,0,0,0,0,0,0,0,0,0
Q351,1,1,1,3,0,0,0,0,1,0,1,0,1
Q352,1,1,1,3,0,0,0,0,0,0,0,0,0
Q353,1,1,1,3,0,0,0,0,0,0,0,0,0
Q354,1,1,1,3,0,0,0,0,0,0,0,0,0
Q355,1,1,1,3,0,0,0,0,0,0,0,0,0
Q356,1,1,1,3,0,0,0,0,0,0,1,0,0
Q357,1,1,1,3,0,0,0,0,0,0,0,0,0
Q358,1,1,1,3,0,0,0,0,1,0,0,0,0
Q359,1,1,1,3,0,0,0,0,1,0,0,0,0
Q360,1,1,1,3,0,1,0,0,0,0,0,0,0
Q361,1,1,1,3,0,0,1,0,0,0,0,0,0
Q362,1,1,1,3,0,0,0,0,0,0,0,0,0
Q363,1,1,1,3,0,0,0,0,0,0,0,0,0
Q364,1,1,1,3,0,0,0,0,0,0,0,0,0
Q365,1,1,1,3,0,0,0,0,0,0,1,0,0
Q366,1,1,1,3,0,0,0,0,0,0,0,0,0
Q367,1,1,1,3,0,0,0,0,0,0,1,0,0
Q368,1,1,1,3,0,0,0,0,0,0,0,0,0
Q369,1,1,1,4,1,0,0,0,0,0,0,1,0
Q370,1,1,1,3,0,0,0,0,0,0,0,0,0
Q371,1,1,1,3,0,0,0,0,0,0,0,0,0
Q372,1,1,1,3,0,0,0,0,0,0,0,0,0
Q373,1,1,1,3,0,0,0,0,0,0,0,0,0
Q374,1,1,1,3,0,0,0,0,0,0,0,0,0
Q375,1,1,1,3,0,1,0,0,1,0,0,0,0
Q376,1,1,1,3,0,0,0,0,0,0,0,0,0
Q377,1,1,1,3,0,0,1,0,0,0,1,0,0
Q378,1,1,1,3,0,0,0,0,0,0,0,0,0
Q379,1,1,1,3,0,0,0,1,0,0,0,0,0
Q380,1,1,1,3,0,0,0,1,1,0,0,0,0
Q381,1,1,1,3,0,0,0,1,1,0,0,0,0
Q382,1,1,1,3,0,0,0,0,0,0,0,0,0
Q383,1,1,1,3,0,0,1,0,0,0,0,0,0
Q384,1,1,1,3,0,0,0,0,0,0,1,0,0
Q385,1,1,1,3,0,0,0,0,0,0,0,0,0
Q386,1,1,1,3,0,0,0,0,0,0,0,0,0
Q387,1,1,1,3,0,0,0,0,0,0,0,0,0
Q388,1,1,1,3,0,0,0,0,0,0,1,0,0
Q389,1,1,1,3,0,0,0,0,0,0,0,0,0
Q390,1,1,1,3,0,0,0,0,0,0,0,0,0
Q391,1,1,1,3,0,0,0,0,0,0,0,0,0
Q392,1,1,1,3,0,0,0,0,0,0,0,0,0
Q393,1,1,1,3,0,0,0,0,0,0,0,0,0
Q394,1,1,1,3,0,0,0,0,0,1,0,0,0
Q395,1,1,1,3,0,0,0,0,1,0,0,0,0
Q396,1,1,1,3,0,0,0,0,1,0,0,0,0
Q397,1,1,1,3,0,0,0,0,0,0,0,0,0
Q398,1,1,1,3,0,0,1,0,0,0,0,0,0
Q399,1,1,1,3,0,0,0,0,0,0,0,0,0
Q400,1,1,1,3,0,1,0,0,1,0,0,0,0
Q401,1,1,1,3,0,0,0,0,0,0,0,0,0
Q402,1,1,1,3,0,0,0,0,0,0,0,0,0
Q403,1,1,1,3,0,0,0,0,0,0,0,0,0
Q404,1,1,1,3,0,0,0,0,1,0,0,0,0
Q405,1,1,1,3,0,0,0,0,0,0,0,0,0
Q406,1,1,1,3,0,0,0,0,0,0,1,0,0
Q407,1,1,1,3,0,1,0,0,1,0,0,0,0
Q408,1,1,1,3,0,0,0,0,0,0,0,0,0
Q409,1,1,1,3,0,0,0,0,1,0,0,0,0
Q410,1,1,1,3,0,0,0,0,0,0,0,0,0
Q411,1,1,1,3,0,1,0,0,1,0,0,0,0
Q412,1,1,1,3,0,0,0,0,0,0,0,0,0
Q413,1,1,1,3,0,0,1,0,0,0,0,0,0
Q414,1,1,1,3,0,0,0,0,1,0,0,0,0
Q415,1,1,1,3,0,0,1,0,0,0,0,0,0
Q416,1,1,1,3,0,0,0,0,0,0,0,0,0
Q417,1,1,1,3,0,0,0,0,0,0,0,1,0
Q418,1,1,1,3,0,0,0,0,0,0,0,0,0
Q419,1,1,1,3,0,0,0,0,0,0,0,0,0
Q420,1,1,1,3,0,1,0,0,1,0,0,0,0
Q421,1,1,1,3,0,0,0,0,1,0,0,0,0
Q422,1,1,1,3,0,0,0,0,0,0,0,0,0
Q423,1,1,1,3,0,0,0,0,0,0,1,0,0
Q424,1,1,1,3,0,0,0,0,0,0,0,0,0
Q425,1,1,1,3,0,0,0,0,0,0,0,0,0
Q426,1,1,1,3,0,0,0,0,0,0,0,0,0
Q427,1,1,1,3,0,0,0,1,0,0,0,0,0
Q428,1,1,1,5,1,0,0,0,0,0,0,0,0
Q429,1,1,1,3,0,0,0,0,1,0,0,0,0
Q430,1,1,1,3,0,0,0,1,1,0,0,0,0
Q431,1,1,1,3,0,0,0,0,0,0,0,0,0
Q432,1,1,1,3,0,0,0,0,0,0,0,0,0
Q433,1,1,1,3,0,0,0,0,0,0,0,0,0
Q434,1,1,1,3,0,0,0,0,0,0,0,0,0
Q435,1,1,1,3,0,0,0,0,1,0,0,0,0
Q436,1,1,1,5,1,0,0,0,0,0,0,1,0
Q437,1,1,1,3,0,1,0,0,0,0,0,0,0
Q438,1,1,1,3,0,0,0,0,1,0,0,0,0
Q439,1,1,1,3,0,0,0,0,1,0,0,0,0
Q440,1,1,1,3,0,0,0,0,0,0,0,0,0
Q441,1,1,1,3,0,0,0,0,1,0,0,0,0
Q442,1,1,1,5,1,0,0,0,0,0,0,0,0
Q443,1,1,1,3,0,0,0,0,0,0,0,0,0
Q444,1,1,1,3,0,0,0,0,1,0,0,0,0
Q445,1,1,1,3,0,0,0,0,0,0,0,0,0
Q446,1,1,1,3,0,0,0,0,0,0,1,0,0
Q447,1,1,1,5,1,0,0,0,0,0,0,1,0
Q448,1,1,1,3,0,0,0,0,0,0,0,1,0
Q449,1,1,1,3,0,0,0,0,0,0,0,0,0
Q450,1,1,1,3,0,0,0,0,0,0,0,0,0
Q451,1,1,1,3,0,0,0,0,0,0,0,0,0
Q452,1,1,1,3,0,0,0,0,0,0,0,0,0
Q453,1,1,1,3,0,1,0,0,1,0,0,0,0
Q454,1,1,1,5,1,0,0,0,0,0,0,0,0
Q455,1,1,1,3,0,0,0,0,0,0,0,0,0
Q456,1,1,1,3,0,0,1,0,0,0,0,0,0
Q457,1,1,1,3,0,0,0,0,0,0,0,0,0
Q458,1,1,1,3,0,0,0,0,0,0,0,0,0
Q459,1,1,1,3,0,0,0,0,0,0,0,0,0
Q460,1,1,1,3,0,0,0,0,0,0,0,0,0
