impression_id,query_id,content_id,session_id,doctor_id,timestamp,first_event_timestamp,last_event_timestamp,split
IMP0178,Q383,C131,SE0269,D030,2025-01-01 15:06:10,,,validation
IMP0179,Q383,C162,SE0269,D030,2025-01-01 15:06:11,,,validation
IMP0180,Q440,C085,SE0456,D012,2025-01-01 17:09:01,,,validation
IMP0181,Q440,C164,SE0456,D012,2025-01-01 17:09:03,,,validation
IMP0182,Q440,C034,SE0456,D012,2025-01-01 17:09:03,2025-01-01 17:09:20,2025-01-01 17:09:20,validation
IMP0183,Q440,C312,SE0456,D012,2025-01-01 17:09:05,,,validation
IMP0184,Q440,C341,SE0456,D012,2025-01-01 17:09:09,,,validation
IMP0185,Q440,C173,SE0456,D012,2025-01-01 17:09:12,,,validation
IMP0186,Q440,C169,SE0456,D012,2025-01-01 17:09:14,,,validation
IMP0187,Q440,C018,SE0456,D012,2025-01-01 17:09:15,,,validation
IMP0188,Q121,C270,SE0585,D072,2025-01-01 17:28:53,,,train
IMP0189,Q121,C210,SE0585,D072,2025-01-01 17:29:02,,,train
IMP0190,Q121,C078,SE0585,D072,2025-01-01 17:29:04,2025-01-01 17:29:34,2025-01-01 17:29:34,train
IMP0191,Q121,C110,SE0585,D072,2025-01-01 17:29:05,,,train
IMP0192,Q121,C028,SE0585,D072,2025-01-01 17:29:06,,,train
IMP0193,Q121,C125,SE0585,D072,2025-01-01 17:29:08,,,train
IMP0194,Q240,C154,SE0339,D038,2025-01-01 19:17:20,,,train
IMP0195,Q240,C288,SE0339,D038,2025-01-01 19:17:24,2025-01-01 19:17:48,2025-01-01 19:17:48,train
IMP0196,Q240,C032,SE0339,D038,2025-01-01 19:17:26,,,train
IMP0197,Q240,C094,SE0339,D038,2025-01-01 19:17:27,,,train
IMP0198,Q240,C131,SE0339,D038,2025-01-01 19:17:27,,,train
IMP0199,Q240,C298,SE0339,D038,2025-01-01 19:17:30,,,train
IMP0200,Q359,C255,SE0060,D097,2025-01-01 19:22:21,2025-01-01 19:24:26,2025-01-01 19:24:26,train
IMP0201,Q359,C140,SE0060,D097,2025-01-01 19:22:23,2025-01-01 19:27:03,2025-01-01 19:27:03,train
IMP0202,Q359,C082,SE0060,D097,2025-01-01 19:22:27,,,train
IMP0203,Q359,C260,SE0060,D097,2025-01-01 19:22:32,,,train
IMP0204,Q359,C290,SE0060,D097,2025-01-01 19:22:33,2025-01-01 19:30:18,2025-01-01 19:30:18,train
IMP0205,Q359,C327,SE0060,D097,2025-01-01 19:22:34,2025-01-01 19:23:00,2025-01-01 19:23:00,train
IMP0206,Q359,C297,SE0060,D097,2025-01-01 19:22:37,,,train
IMP0207,Q359,C120,SE0060,D097,2025-01-01 19:22:37,,,train
IMP0208,Q359,C250,SE0060,D097,2025-01-01 19:22:39,,,train
IMP0209,Q410,C032,SE0784,D089,2025-01-01 20:09:57,,,train
IMP0210,Q410,C302,SE0784,D089,2025-01-01 20:09:57,,,train
IMP0211,Q410,C239,SE0784,D089,2025-01-01 20:09:57,,,train
IMP0212,Q410,C095,SE0784,D089,2025-01-01 20:09:57,,,train
IMP0213,Q410,C085,SE0784,D089,2025-01-01 20:09:59,,,train
IMP0214,Q020,C216,SE0208,D015,2025-01-01 20:51:50,,,train
IMP0215,Q020,C124,SE0208,D015,2025-01-01 20:51:52,,,train
IMP0216,Q020,C038,SE0208,D015,2025-01-01 20:52:04,,,train
IMP0217,Q020,C269,SE0208,D015,2025-01-01 20:52:04,,,train
IMP0218,Q020,C117,SE0208,D015,2025-01-01 20:52:05,,,train
IMP0219,Q020,C203,SE0208,D015,2025-01-01 20:52:07,,,train
IMP0220,Q020,C288,SE0208,D015,2025-01-01 20:52:08,,,train
IMP0221,Q020,C166,SE0208,D015,2025-01-01 20:52:10,,,train
IMP0222,Q020,C129,SE0208,D015,2025-01-01 20:52:10,,,train
IMP0223,Q020,C301,SE0208,D015,2025-01-01 20:52:11,2025-01-01 20:52:25,2025-01-01 20:52:25,train
IMP0224,Q020,C290,SE0208,D015,2025-01-01 20:52:13,,,train
IMP0225,Q020,C172,SE0208,D015,2025-01-01 20:52:14,,,train
IMP0226,Q083,C187,SE0312,D093,2025-01-01 21:41:34,,,train
IMP0227,Q083,C059,SE0312,D093,2025-01-01 21:41:43,,,train
IMP0228,Q083,C177,SE0312,D093,2025-01-01 21:41:49,,,train
IMP0229,Q083,C082,SE0312,D093,2025-01-01 21:41:50,,,train
IMP0230,Q083,C255,SE0312,D093,2025-01-01 21:41:51,2025-01-01 21:42:21,2025-01-01 21:42:21,train
IMP0231,Q083,C200,SE0312,D093,2025-01-01 21:41:53,,,train
IMP0232,Q083,C073,SE0312,D093,2025-01-01 21:41:54,,,train
IMP0233,Q083,C157,SE0312,D093,2025-01-01 21:41:55,,,train
IMP0234,Q494,C038,SE0215,D033,2025-01-02 01:31:32,,,train
IMP0235,Q494,C127,SE0215,D033,2025-01-02 01:31:32,,,train
IMP0236,Q494,C012,SE0215,D033,2025-01-02 01:31:32,,,train
IMP0237,Q494,C277,SE0215,D033,2025-01-02 01:31:33,,,train
IMP0238,Q494,C080,SE0215,D033,2025-01-02 01:31:34,,,train
IMP0239,Q494,C015,SE0215,D033,2025-01-02 01:31:36,,,train
IMP0240,Q494,C057,SE0215,D033,2025-01-02 01:31:38,2025-01-02 01:31:50,2025-01-02 01:31:50,train
IMP0241,Q137,C034,SE0706,D037,2025-01-02 03:25:38,,,test
IMP0242,Q137,C262,SE0706,D037,2025-01-02 03:25:38,,,test
IMP0243,Q137,C233,SE0706,D037,2025-01-02 03:25:38,,,test
IMP0244,Q137,C322,SE0706,D037,2025-01-02 03:25:38,,,test
IMP0245,Q137,C328,SE0706,D037,2025-01-02 03:25:39,,,test
IMP0246,Q137,C056,SE0706,D037,2025-01-02 03:25:44,,,test
IMP0247,Q137,C263,SE0706,D037,2025-01-02 03:25:44,,,test
IMP0248,Q137,C084,SE0706,D037,2025-01-02 03:25:45,,,test
IMP0249,Q043,C242,SE0197,D089,2025-01-02 05:38:46,2025-01-02 05:39:27,2025-01-02 05:39:27,test
IMP0250,Q043,C010,SE0197,D089,2025-01-02 05:38:49,2025-01-02 05:48:59,2025-01-02 05:48:59,test
IMP0251,Q043,C246,SE0197,D089,2025-01-02 05:38:53,2025-01-02 05:41:03,2025-01-02 05:41:03,test
IMP0252,Q043,C143,SE0197,D089,2025-01-02 05:38:54,2025-01-02 05:43:31,2025-01-02 05:43:31,test
IMP0253,Q043,C255,SE0197,D089,2025-01-02 05:38:56,2025-01-02 05:45:48,2025-01-02 05:45:48,test
IMP0254,Q043,C219,SE0197,D089,2025-01-02 05:38:58,,,test
IMP0255,Q274,C066,SE0740,D085,2025-01-02 10:07:54,,,train
IMP0256,Q274,C257,SE0740,D085,2025-01-02 10:07:54,,,train
IMP0257,Q274,C022,SE0740,D085,2025-01-02 10:07:57,,,train
IMP0258,Q274,C232,SE0740,D085,2025-01-02 10:07:58,,,train
IMP0259,Q274,C296,SE0740,D085,2025-01-02 10:07:58,,,train
IMP0260,Q231,C053,SE0101,D023,2025-01-02 10:30:09,,,train
IMP0261,Q231,C159,SE0101,D023,2025-01-02 10:30:21,,,train
IMP0262,Q231,C140,SE0101,D023,2025-01-02 10:30:24,,,train
IMP0263,Q231,C315,SE0101,D023,2025-01-02 10:30:26,2025-01-02 10:34:31,2025-01-02 10:34:31,train
IMP0264,Q231,C324,SE0101,D023,2025-01-02 10:30:27,,,train
IMP0265,Q231,C295,SE0101,D023,2025-01-02 10:30:32,2025-01-02 10:42:11,2025-01-02 10:42:11,train
IMP0266,Q231,C126,SE0101,D023,2025-01-02 10:30:33,,,train
IMP0267,Q231,C289,SE0101,D023,2025-01-02 10:30:34,2025-01-02 10:30:59,2025-01-02 10:30:59,train
IMP0268,Q231,C323,SE0101,D023,2025-01-02 10:30:36,,,train
IMP0269,Q231,C117,SE0101,D023,2025-01-02 10:30:36,2025-01-02 10:39:21,2025-01-02 10:39:21,train
IMP0270,Q231,C109,SE0101,D023,2025-01-02 10:30:40,,,train
IMP0271,Q231,C228,SE0101,D023,2025-01-02 10:30:42,,,train
IMP0272,Q040,C055,SE0458,D009,2025-01-02 12:57:45,,,validation
IMP0273,Q040,C275,SE0458,D009,2025-01-02 12:57:50,,,validation
IMP0274,Q040,C148,SE0458,D009,2025-01-02 12:57:54,,,validation
IMP0275,Q040,C108,SE0458,D009,2025-01-02 12:57:54,,,validation
IMP0276,Q040,C205,SE0458,D009,2025-01-02 12:57:56,,,validation
IMP0277,Q040,C075,SE0458,D009,2025-01-02 12:58:00,2025-01-02 12:58:35,2025-01-02 12:58:35,validation
IMP0278,Q040,C035,SE0458,D009,2025-01-02 12:58:03,,,validation
IMP0279,Q040,C304,SE0458,D009,2025-01-02 12:58:03,,,validation
IMP0280,Q040,C145,SE0458,D009,2025-01-02 12:58:06,,,validation
IMP0281,Q455,C012,SE0797,D063,2025-01-02 14:14:13,,,train
IMP0282,Q455,C294,SE0797,D063,2025-01-02 14:14:13,,,train
IMP0283,Q455,C316,SE0797,D063,2025-01-02 14:14:14,,,train
IMP0284,Q455,C341,SE0797,D063,2025-01-02 14:14:15,,,train
IMP0285,Q455,C031,SE0797,D063,2025-01-02 14:14:18,,,train
IMP0286,Q455,C283,SE0797,D063,2025-01-02 14:14:19,,,train
IMP0287,Q455,C146,SE0797,D063,2025-01-02 14:14:20,,,train
IMP0288,Q455,C079,SE0797,D063,2025-01-02 14:14:25,,,train
IMP0289,Q270,C106,SE0463,D088,2025-01-02 15:02:02,,,train
IMP0290,Q270,C056,SE0463,D088,2025-01-02 15:02:11,,,train
IMP0291,Q270,C343,SE0463,D088,2025-01-02 15:02:12,,,train
IMP0292,Q270,C113,SE0463,D088,2025-01-02 15:02:17,,,train
IMP0293,Q270,C007,SE0463,D088,2025-01-02 15:02:18,,,train
IMP0294,Q270,C329,SE0463,D088,2025-01-02 15:02:20,,,train
IMP0295,Q270,C015,SE0463,D088,2025-01-02 15:02:22,2025-01-02 15:02:32,2025-01-02 15:02:32,train
IMP0296,Q270,C222,SE0463,D088,2025-01-02 15:02:23,,,train
IMP0297,Q270,C148,SE0463,D088,2025-01-02 15:02:24,,,train
IMP0298,Q270,C095,SE0463,D088,2025-01-02 15:02:26,,,train
IMP0299,Q047,C151,SE0677,D034,2025-01-02 15:10:02,,,train
IMP0300,Q047,C159,SE0677,D034,2025-01-02 15:10:02,,,train
IMP0301,Q047,C186,SE0677,D034,2025-01-02 15:10:04,,,train
IMP0302,Q047,C321,SE0677,D034,2025-01-02 15:10:04,,,train
IMP0303,Q047,C245,SE0677,D034,2025-01-02 15:10:05,,,train
IMP0304,Q047,C277,SE0677,D034,2025-01-02 15:10:10,,,train
IMP0305,Q047,C074,SE0677,D034,2025-01-02 15:10:12,,,train
IMP0306,Q281,C036,SE0148,D018,2025-01-02 17:11:18,,,train
IMP0307,Q281,C312,SE0148,D018,2025-01-02 17:11:22,,,train
IMP0308,Q281,C129,SE0148,D018,2025-01-02 17:11:26,2025-01-02 17:16:08,2025-01-02 17:16:08,train
IMP0309,Q281,C018,SE0148,D018,2025-01-02 17:11:28,,,train
IMP0310,Q281,C131,SE0148,D018,2025-01-02 17:11:28,,,train
IMP0311,Q281,C203,SE0148,D018,2025-01-02 17:11:30,,,train
IMP0312,Q281,C245,SE0148,D018,2025-01-02 17:11:33,,,train
IMP0313,Q281,C341,SE0148,D018,2025-01-02 17:11:33,2025-01-02 17:14:23,2025-01-02 17:14:23,train
IMP0314,Q281,C117,SE0148,D018,2025-01-02 17:11:36,2025-01-02 17:12:05,2025-01-02 17:12:05,train
IMP0315,Q244,C029,SE0290,D029,2025-01-02 20:07:39,2025-01-02 20:08:26,2025-01-02 20:08:26,train
IMP0316,Q244,C310,SE0290,D029,2025-01-02 20:07:48,,,train
IMP0317,Q244,C266,SE0290,D029,2025-01-02 20:07:51,,,train
IMP0318,Q244,C183,SE0290,D029,2025-01-02 20:07:54,,,train
IMP0319,Q244,C118,SE0290,D029,2025-01-02 20:08:00,,,train
IMP0320,Q244,C316,SE0290,D029,2025-01-02 20:08:02,,,train
IMP0321,Q244,C038,SE0290,D029,2025-01-02 20:08:02,,,train
IMP0322,Q244,C330,SE0290,D029,2025-01-02 20:08:06,2025-01-02 20:11:04,2025-01-02 20:11:04,train
IMP0323,Q244,C286,SE0290,D029,2025-01-02 20:08:09,,,train
IMP0324,Q244,C224,SE0290,D029,2025-01-02 20:08:10,,,train
IMP0325,Q244,C076,SE0290,D029,2025-01-02 20:08:10,,,train
IMP0326,Q244,C295,SE0290,D029,2025-01-02 20:08:12,,,train
IMP0327,Q477,C076,SE0591,D099,2025-01-02 20:51:28,,,train
IMP0328,Q477,C159,SE0591,D099,2025-01-02 20:51:42,,,train
IMP0329,Q477,C133,SE0591,D099,2025-01-02 20:51:45,,,train
IMP0330,Q477,C268,SE0591,D099,2025-01-02 20:51:46,2025-01-02 20:52:10,2025-01-02 20:52:10,train
