signal_id,session_id,event_timestamp,split
SIG0058,SE0480,2025-01-02 22:00:26,test
SIG0059,SE0530,2025-01-02 23:58:50,train
SIG0060,SE0065,2025-01-03 01:00:39,validation
SIG0061,SE0065,2025-01-03 01:03:20,validation
SIG0062,SE0065,2025-01-03 01:05:39,validation
SIG0063,SE0065,2025-01-03 01:06:15,validation
SIG0064,SE0592,2025-01-03 01:25:05,train
SIG0065,SE0160,2025-01-03 01:44:41,train
SIG0066,SE0160,2025-01-03 01:48:52,train
SIG0067,SE0160,2025-01-03 01:52:11,train
SIG0068,SE0343,2025-01-03 02:36:33,validation
SIG0069,SE0343,2025-01-03 02:41:09,validation
SIG0070,SE0662,2025-01-03 03:17:55,train
SIG0071,SE0083,2025-01-03 03:32:22,validation
SIG0072,SE0083,2025-01-03 03:33:20,validation
SIG0073,SE0083,2025-01-03 03:38:18,validation
SIG0074,SE0545,2025-01-03 04:17:10,test
SIG0075,SE0663,2025-01-03 05:45:24,train
SIG0076,SE0268,2025-01-03 06:44:07,train
SIG0077,SE0268,2025-01-03 06:47:17,train
SIG0078,SE0218,2025-01-03 08:11:52,train
SIG0079,SE0094,2025-01-03 08:31:24,validation
SIG0080,SE0094,2025-01-03 08:32:32,validation
SIG0081,SE0094,2025-01-03 08:33:52,validation
SIG0082,SE0094,2025-01-03 08:42:27,validation
SIG0083,SE0094,2025-01-03 08:49:52,validation
SIG0084,SE0620,2025-01-03 09:07:32,train
SIG0085,SE0594,2025-01-03 09:26:00,train
SIG0086,SE0453,2025-01-03 09:49:31,validation
SIG0087,SE0177,2025-01-03 09:49:46,train
SIG0088,SE0177,2025-01-03 09:50:17,train
SIG0089,SE0177,2025-01-03 09:58:56,train
SIG0090,SE0608,2025-01-03 11:46:51,train
SIG0091,SE0061,2025-01-03 11:49:59,train
SIG0092,SE0003,2025-01-03 11:51:29,train
SIG0093,SE0003,2025-01-03 11:53:23,train
SIG0094,SE0061,2025-01-03 11:53:43,train
SIG0095,SE0061,2025-01-03 11:54:17,train
SIG0096,SE0061,2025-01-03 11:55:07,train
SIG0097,SE0003,2025-01-03 11:55:24,train
SIG0098,SE0003,2025-01-03 11:57:29,train
SIG0099,SE0003,2025-01-03 12:00:44,train
SIG0100,SE0061,2025-01-03 12:02:39,train
SIG0101,SE0003,2025-01-03 12:03:34,train
SIG0102,SE0003,2025-01-03 12:17:29,train
SIG0103,SE0333,2025-01-03 17:08:31,train
SIG0104,SE0190,2025-01-03 19:08:27,train
SIG0105,SE0190,2025-01-03 19:12:01,train
SIG0106,SE0190,2025-01-03 19:17:21,train
SIG0107,SE0204,2025-01-03 19:35:26,test
SIG0108,SE0204,2025-01-03 19:37:22,test
SIG0109,SE0127,2025-01-03 21:09:24,train
SIG0110,SE0127,2025-01-03 21:11:20,train
SIG0111,SE0127,2025-01-03 21:15:22,train
SIG0112,SE0498,2025-01-03 22:43:15,train
SIG0113,SE0022,2025-01-04 02:03:01,test
SIG0114,SE0022,2025-01-04 02:04:26,test
SIG0115,SE0022,2025-01-04 02:04:45,test
SIG0116,SE0022,2025-01-04 02:06:01,test
SIG0117,SE0022,2025-01-04 02:17:49,test
SIG0118,SE0022,2025-01-04 02:22:36,test
SIG0119,SE0146,2025-01-04 02:24:58,train
SIG0120,SE0146,2025-01-04 02:28:32,train
SIG0121,SE0146,2025-01-04 02:28:48,train
SIG0122,SE0146,2025-01-04 02:29:04,train
SIG0123,SE0146,2025-01-04 02:30:54,train
SIG0124,SE0626,2025-01-04 03:38:38,validation
SIG0125,SE0211,2025-01-04 04:03:53,train
SIG0126,SE0041,2025-01-04 06:51:07,train
SIG0127,SE0041,2025-01-04 06:53:01,train
SIG0128,SE0041,2025-01-04 06:54:56,train
SIG0129,SE0041,2025-01-04 06:58:02,train
SIG0130,SE0041,2025-01-04 06:58:43,train
SIG0131,SE0041,2025-01-04 07:04:51,train
SIG0132,SE0041,2025-01-04 07:11:07,train
SIG0133,SE0041,2025-01-04 07:14:48,train
SIG0134,SE0450,2025-01-04 07:45:58,test
SIG0135,SE0368,2025-01-04 07:56:41,train
SIG0136,SE0005,2025-01-04 10:55:49,train
SIG0137,SE0005,2025-01-04 10:58:00,train
SIG0138,SE0005,2025-01-04 11:00:39,train
SIG0139,SE0005,2025-01-04 11:03:25,train
SIG0140,SE0005,2025-01-04 11:04:07,train
SIG0141,SE0460,2025-01-04 11:10:09,validation
SIG0142,SE0005,2025-01-04 11:10:34,train
SIG0143,SE0005,2025-01-04 11:14:19,train
SIG0144,SE0005,2025-01-04 11:15:32,train
SIG0145,SE0005,2025-01-04 11:29:41,train
SIG0146,SE0373,2025-01-04 12:20:08,train
SIG0147,SE0294,2025-01-04 12:34:22,validation
SIG0148,SE0111,2025-01-04 14:10:32,train
SIG0149,SE0111,2025-01-04 14:14:11,train
SIG0150,SE0111,2025-01-04 14:15:21,train
SIG0151,SE0111,2025-01-04 14:17:40,train
SIG0152,SE0097,2025-01-04 21:55:31,train
SIG0153,SE0097,2025-01-04 21:56:39,train
SIG0154,SE0097,2025-01-04 21:59:14,train
SIG0155,SE0097,2025-01-04 22:08:07,train
SIG0156,SE0142,2025-01-05 01:23:51,test
SIG0157,SE0142,2025-01-05 01:25:40,test
SIG0158,SE0142,2025-01-05 01:25:57,test
SIG0159,SE0142,2025-01-05 01:31:27,test
SIG0160,SE0345,2025-01-05 01:39:16,train
SIG0161,SE0159,2025-01-05 01:54:46,train
SIG0162,SE0159,2025-01-05 01:55:49,train
SIG0163,SE0159,2025-01-05 02:03:20,train
SIG0164,SE0159,2025-01-05 02:04:43,train
SIG0165,SE0105,2025-01-05 02:40:55,validation
SIG0166,SE0105,2025-01-05 02:44:01,validation
SIG0167,SE0105,2025-01-05 02:44:39,validation
SIG0168,SE0105,2025-01-05 02:47:03,validation
SIG0169,SE0335,2025-01-05 03:54:15,validation
SIG0170,SE0335,2025-01-05 03:56:12,validation
SIG0171,SE0150,2025-01-05 04:38:47,train
SIG0172,SE0150,2025-01-05 04:41:46,train
SIG0173,SE0150,2025-01-05 04:43:55,train
SIG0174,SE0150,2025-01-05 04:52:53,train
SIG0175,SE0653,2025-01-05 05:07:36,train
SIG0176,SE0030,2025-01-05 06:40:43,train
SIG0177,SE0030,2025-01-05 06:44:38,train
SIG0178,SE0030,2025-01-05 06:46:59,train
SIG0179,SE0030,2025-01-05 06:50:43,train
SIG0180,SE0030,2025-01-05 06:52:58,train
SIG0181,SE0030,2025-01-05 07:00:07,train
SIG0182,SE0030,2025-01-05 07:01:31,train
SIG0183,SE0030,2025-01-05 07:04:58,train
SIG0184,SE0533,2025-01-05 08:57:15,train
SIG0185,SE0192,2025-01-05 09:18:51,train
SIG0186,SE0192,2025-01-05 09:21:07,train
SIG0187,SE0192,2025-01-05 09:21:10,train
SIG0188,SE0192,2025-01-05 09:23:21,train
SIG0189,SE0192,2025-01-05 09:33:27,train
SIG0190,SE0656,2025-01-05 11:53:29,train
SIG0191,SE0232,2025-01-05 12:17:46,train
SIG0192,SE0232,2025-01-05 12:21:40,train
SIG0193,SE0624,2025-01-05 12:29:59,train
SIG0194,SE0341,2025-01-05 12:34:27,test
SIG0195,SE0464,2025-01-05 13:28:18,train
SIG0196,SE0134,2025-01-05 14:53:49,train
SIG0197,SE0134,2025-01-05 14:54:57,train
SIG0198,SE0134,2025-01-05 14:56:14,train
SIG0199,SE0134,2025-01-05 14:58:22,train
SIG0200,SE0525,2025-01-05 15:06:25,train
SIG0201,SE0134,2025-01-05 15:12:05,train
SIG0202,SE0491,2025-01-05 16:08:48,train
SIG0203,SE0057,2025-01-05 16:38:31,test
SIG0204,SE0057,2025-01-05 16:42:08,test
SIG0205,SE0057,2025-01-05 16:48:11,test
SIG0206,SE0178,2025-01-05 16:59:52,validation
SIG0207,SE0178,2025-01-05 17:01:03,validation
SIG0208,SE0178,2025-01-05 17:06:06,validation
SIG0209,SE0502,2025-01-05 17:09:07,train
SIG0210,SE0039,2025-01-05 19:26:24,validation
SIG0211,SE0039,2025-01-05 19:29:20,validation
SIG0212,SE0039,2025-01-05 19:29:46,validation
SIG0213,SE0039,2025-01-05 19:31:04,validation
SIG0214,SE0039,2025-01-05 19:35:14,validation
SIG0215,SE0039,2025-01-05 19:39:21,validation
SIG0216,SE0039,2025-01-05 19:47:03,validation
SIG0217,SE0039,2025-01-05 19:56:24,validation
SIG0218,SE0557,2025-01-05 20:02:48,test
SIG0219,SE0002,2025-01-05 21:07:17,train
SIG0220,SE0002,2025-01-05 21:10:08,train
SIG0221,SE0002,2025-01-05 21:10:21,train
SIG0222,SE0002,2025-01-05 21:10:25,train
SIG0223,SE0002,2025-01-05 21:13:33,train
SIG0224,SE0002,2025-01-05 21:24:47,train
SIG0225,SE0002,2025-01-05 21:30:42,train
SIG0226,SE0002,2025-01-05 21:31:05,train
SIG0227,SE0176,2025-01-05 21:58:26,train
SIG0228,SE0176,2025-01-05 22:01:11,train
SIG0229,SE0176,2025-01-05 22:03:28,train
SIG0230,SE0454,2025-01-05 23:09:26,test
SIG0231,SE0031,2025-01-05 23:46:33,test
SIG0232,SE0031,2025-01-05 23:48:21,test
SIG0233,SE0031,2025-01-05 23:48:49,test
SIG0234,SE0031,2025-01-06 00:00:39,test
SIG0235,SE0426,2025-01-06 00:00:52,validation
SIG0236,SE0031,2025-01-06 00:02:48,test
SIG0237,SE0031,2025-01-06 00:03:49,test
SIG0238,SE0031,2025-01-06 00:12:03,test
SIG0239,SE0258,2025-01-06 00:38:56,test
SIG0240,SE0251,2025-01-06 03:52:27,train
SIG0241,SE0251,2025-01-06 03:56:26,train
SIG0242,SE0023,2025-01-06 05:47:04,train
SIG0243,SE0023,2025-01-06 05:50:12,train
SIG0244,SE0023,2025-01-06 05:50:18,train
SIG0245,SE0023,2025-01-06 05:55:52,train
SIG0246,SE0023,2025-01-06 05:56:52,train
SIG0247,SE0023,2025-01-06 05:59:04,train
SIG0248,SE0023,2025-01-06 06:03:24,train
SIG0249,SE0023,2025-01-06 06:06:32,train
SIG0250,SE0023,2025-01-06 06:07:54,train
SIG0251,SE0548,2025-01-06 09:38:53,train
SIG0252,SE0655,2025-01-06 10:45:32,validation
SIG0253,SE0598,2025-01-06 11:51:16,test
SIG0254,SE0641,2025-01-06 12:37:45,validation
SIG0255,SE0222,2025-01-06 12:50:03,train
SIG0256,SE0222,2025-01-06 12:52:47,train
SIG0257,SE0303,2025-01-06 13:32:41,train
SIG0258,SE0281,2025-01-06 13:39:38,train
SIG0259,SE0116,2025-01-06 14:05:02,train
SIG0260,SE0116,2025-01-06 14:06:56,train
SIG0261,SE0116,2025-01-06 14:08:44,train
SIG0262,SE0116,2025-01-06 14:13:18,train
SIG0263,SE0116,2025-01-06 14:18:20,train
SIG0264,SE0374,2025-01-06 16:19:31,train
SIG0265,SE0636,2025-01-06 17:23:36,validation
SIG0266,SE0388,2025-01-06 19:40:06,test
SIG0267,SE0396,2025-01-06 20:14:20,test
SIG0268,SE0528,2025-01-06 20:26:23,train
SIG0269,SE0137,2025-01-06 23:29:18,train
SIG0270,SE0216,2025-01-06 23:29:38,train
SIG0271,SE0137,2025-01-06 23:31:44,train
SIG0272,SE0137,2025-01-06 23:32:29,train
SIG0273,SE0299,2025-01-06 23:34:45,validation
SIG0274,SE0081,2025-01-07 04:22:12,validation
SIG0275,SE0081,2025-01-07 04:26:39,validation
SIG0276,SE0081,2025-01-07 04:29:28,validation
SIG0277,SE0081,2025-01-07 04:29:33,validation
SIG0278,SE0081,2025-01-07 04:30:26,validation
SIG0279,SE0492,2025-01-07 07:11:52,train
SIG0280,SE0537,2025-01-07 07:53:53,train
SIG0281,SE0610,2025-01-07 09:17:28,train
SIG0282,SE0193,2025-01-07 10:09:25,train
SIG0283,SE0193,2025-01-07 10:11:49,train
SIG0284,SE0193,2025-01-07 10:15:37,train
SIG0285,SE0193,2025-01-07 10:20:31,train
SIG0286,SE0234,2025-01-07 10:23:13,validation
SIG0287,SE0262,2025-01-07 10:34:25,train
SIG0288,SE0660,2025-01-07 10:37:36,validation
SIG0289,SE0262,2025-01-07 10:37:40,train
SIG0290,SE0260,2025-01-07 11:23:22,train
SIG0291,SE0260,2025-01-07 11:28:14,train
SIG0292,SE0315,2025-01-07 11:58:58,train
SIG0293,SE0315,2025-01-07 12:02:34,train
SIG0294,SE0332,2025-01-07 12:57:53,train
SIG0295,SE0644,2025-01-07 14:09:53,train
SIG0296,SE0169,2025-01-07 14:58:39,train
SIG0297,SE0169,2025-01-07 15:01:51,train
SIG0298,SE0169,2025-01-07 15:04:36,train
SIG0299,SE0169,2025-01-07 15:05:43,train
SIG0300,SE0566,2025-01-07 15:55:13,validation
SIG0301,SE0570,2025-01-07 17:27:12,train
SIG0302,SE0093,2025-01-07 19:03:48,train
SIG0303,SE0093,2025-01-07 19:04:48,train
SIG0304,SE0093,2025-01-07 19:06:04,train
SIG0305,SE0311,2025-01-07 19:06:49,validation
SIG0306,SE0311,2025-01-07 19:07:58,validation
SIG0307,SE0171,2025-01-07 19:51:41,test
SIG0308,SE0171,2025-01-07 19:54:11,test
SIG0309,SE0171,2025-01-07 19:54:54,test
SIG0310,SE0171,2025-01-07 20:01:44,test
SIG0311,SE0053,2025-01-07 20:08:03,validation
SIG0312,SE0053,2025-01-07 20:11:45,validation
SIG0313,SE0053,2025-01-07 20:12:07,validation
SIG0314,SE0551,2025-01-07 20:40:54,train
SIG0315,SE0136,2025-01-07 22:26:09,test
SIG0316,SE0136,2025-01-07 22:29:43,test
SIG0317,SE0136,2025-01-07 22:30:24,test
SIG0318,SE0136,2025-01-07 22:31:33,test
SIG0319,SE0136,2025-01-07 22:38:57,test
SIG0320,SE0659,2025-01-07 22:57:02,test
SIG0321,SE0418,2025-01-08 00:45:37,train
SIG0322,SE0573,2025-01-08 01:06:53,test
SIG0323,SE0265,2025-01-08 01:19:04,train
SIG0324,SE0265,2025-01-08 01:20:56,train
SIG0325,SE0618,2025-01-08 01:22:24,validation
SIG0326,SE0575,2025-01-08 01:32:46,test
SIG0327,SE0459,2025-01-08 02:12:16,train
SIG0328,SE0129,2025-01-08 02:23:09,train
SIG0329,SE0129,2025-01-08 02:24:51,train
SIG0330,SE0129,2025-01-08 02:31:13,train
SIG0331,SE0183,2025-01-08 04:17:26,test
SIG0332,SE0183,2025-01-08 04:18:30,test
SIG0333,SE0183,2025-01-08 04:25:12,test
SIG0334,SE0617,2025-01-08 04:43:51,train
SIG0335,SE0096,2025-01-08 05:28:41,train
SIG0336,SE0096,2025-01-08 05:31:01,train
SIG0337,SE0096,2025-01-08 05:32:12,train
SIG0338,SE0096,2025-01-08 05:38:21,train
SIG0339,SE0096,2025-01-08 05:41:56,train
SIG0340,SE0227,2025-01-08 05:45:57,train
SIG0341,SE0227,2025-01-08 05:47:18,train
SIG0342,SE0086,2025-01-08 05:51:04,train
SIG0343,SE0086,2025-01-08 05:54:01,train
SIG0344,SE0086,2025-01-08 05:55:36,train
SIG0345,SE0649,2025-01-08 05:57:10,train
SIG0346,SE0086,2025-01-08 05:57:10,train
SIG0347,SE0406,2025-01-08 06:14:10,validation
SIG0348,SE0340,2025-01-08 06:15:05,train
SIG0349,SE0340,2025-01-08 06:15:54,train
SIG0350,SE0196,2025-01-08 06:40:49,train
SIG0351,SE0196,2025-01-08 06:44:11,train
SIG0352,SE0196,2025-01-08 06:44:45,train
SIG0353,SE0607,2025-01-08 06:52:01,test
SIG0354,SE0062,2025-01-08 08:25:48,train
SIG0355,SE0062,2025-01-08 08:30:19,train
SIG0356,SE0062,2025-01-08 08:35:38,train
SIG0357,SE0062,2025-01-08 08:39:30,train
SIG0358,SE0012,2025-01-08 09:12:55,train
SIG0359,SE0012,2025-01-08 09:14:46,train
SIG0360,SE0012,2025-01-08 09:16:14,train
SIG0361,SE0012,2025-01-08 09:20:11,train
SIG0362,SE0012,2025-01-08 09:21:25,train
SIG0363,SE0012,2025-01-08 09:26:40,train
SIG0364,SE0012,2025-01-08 09:36:01,train
SIG0365,SE0012,2025-01-08 09:36:13,train
SIG0366,SE0012,2025-01-08 09:42:47,train
SIG0367,SE0568,2025-01-08 09:57:56,validation
SIG0368,SE0275,2025-01-08 11:04:38,train
SIG0369,SE0289,2025-01-08 11:08:13,train
SIG0370,SE0476,2025-01-08 11:19:40,validation
SIG0371,SE0484,2025-01-08 12:37:03,train
SIG0372,SE0429,2025-01-08 12:54:27,test
SIG0373,SE0546,2025-01-08 13:44:34,test
SIG0374,SE0240,2025-01-08 14:50:01,test
SIG0375,SE0561,2025-01-08 14:55:27,train
SIG0376,SE0508,2025-01-08 16:17:20,validation
SIG0377,SE0175,2025-01-08 19:28:02,train
SIG0378,SE0175,2025-01-08 19:31:50,train
SIG0379,SE0175,2025-01-08 19:32:39,train
SIG0380,SE0175,2025-01-08 19:33:32,train
SIG0381,SE0621,2025-01-08 19:58:08,train
SIG0382,SE0410,2025-01-08 22:18:25,validation
SIG0383,SE0602,2025-01-08 23:04:00,train
SIG0384,SE0241,2025-01-09 00:42:34,train
SIG0385,SE0241,2025-01-09 00:45:26,train
SIG0386,SE0286,2025-01-09 03:01:44,train
SIG0387,SE0308,2025-01-09 04:28:45,train
SIG0388,SE0308,2025-01-09 04:32:58,train
SIG0389,SE0014,2025-01-09 06:02:43,train
SIG0390,SE0014,2025-01-09 06:04:59,train
SIG0391,SE0014,2025-01-09 06:05:16,train
SIG0392,SE0014,2025-01-09 06:06:09,train
SIG0393,SE0014,2025-01-09 06:10:43,train
SIG0394,SE0014,2025-01-09 06:11:53,train
SIG0395,SE0014,2025-01-09 06:23:19,train
SIG0396,SE0606,2025-01-09 07:05:43,validation
SIG0397,SE0524,2025-01-09 09:26:45,train
SIG0398,SE0372,2025-01-09 11:55:49,test
SIG0399,SE0017,2025-01-09 12:38:07,train
SIG0400,SE0017,2025-01-09 12:41:44,train
SIG0401,SE0017,2025-01-09 12:43:45,train
SIG0402,SE0017,2025-01-09 12:43:47,train
SIG0403,SE0017,2025-01-09 12:51:39,train
SIG0404,SE0017,2025-01-09 12:51:55,train
SIG0405,SE0017,2025-01-09 12:52:37,train
SIG0406,SE0017,2025-01-09 13:05:18,train
SIG0407,SE0017,2025-01-09 13:09:03,train
SIG0408,SE0403,2025-01-09 17:35:10,train
SIG0409,SE0507,2025-01-09 18:10:37,train
SIG0410,SE0236,2025-01-09 19:11:01,train
SIG0411,SE0236,2025-01-09 19:12:37,train
SIG0412,SE0007,2025-01-09 19:27:00,train
SIG0413,SE0007,2025-01-09 19:28:16,train
SIG0414,SE0007,2025-01-09 19:32:36,train
SIG0415,SE0007,2025-01-09 19:33:40,train
SIG0416,SE0007,2025-01-09 19:45:52,train
SIG0417,SE0007,2025-01-09 19:46:35,train
SIG0418,SE0007,2025-01-09 19:49:45,train
SIG0419,SE0007,2025-01-09 19:53:12,train
SIG0420,SE0120,2025-01-09 21:15:44,train
SIG0421,SE0120,2025-01-09 21:17:24,train
SIG0422,SE0120,2025-01-09 21:19:54,train
SIG0423,SE0277,2025-01-09 22:13:22,train
SIG0424,SE0424,2025-01-09 22:14:34,train
SIG0425,SE0401,2025-01-09 22:16:29,test
SIG0426,SE0302,2025-01-09 22:22:01,test
SIG0427,SE0578,2025-01-09 23:14:42,validation
SIG0428,SE0271,2025-01-10 01:50:36,validation
SIG0429,SE0088,2025-01-10 03:13:34,train
SIG0430,SE0088,2025-01-10 03:14:48,train
SIG0431,SE0088,2025-01-10 03:16:54,train
SIG0432,SE0082,2025-01-10 03:35:44,test
SIG0433,SE0082,2025-01-10 03:36:22,test
SIG0434,SE0082,2025-01-10 03:38:26,test
SIG0435,SE0082,2025-01-10 03:38:26,test
SIG0436,SE0346,2025-01-10 04:13:31,test
SIG0437,SE0346,2025-01-10 04:18:27,test
SIG0438,SE0503,2025-01-10 04:44:14,validation
SIG0439,SE0089,2025-01-10 05:23:37,validation
SIG0440,SE0089,2025-01-10 05:25:51,validation
SIG0441,SE0089,2025-01-10 05:30:05,validation
SIG0442,SE0385,2025-01-10 05:33:40,test
SIG0443,SE0068,2025-01-10 16:22:58,validation
SIG0444,SE0068,2025-01-10 16:24:13,validation
SIG0445,SE0068,2025-01-10 16:24:36,validation
SIG0446,SE0068,2025-01-10 16:28:58,validation
SIG0447,SE0601,2025-01-10 19:16:04,test
SIG0448,SE0571,2025-01-10 19:42:30,train
SIG0449,SE0155,2025-01-10 20:10:38,train
SIG0450,SE0155,2025-01-10 20:13:40,train
SIG0451,SE0155,2025-01-10 20:14:58,train
SIG0452,SE0586,2025-01-10 20:19:05,train
SIG0453,SE0077,2025-01-10 23:18:36,test
SIG0454,SE0077,2025-01-10 23:22:54,test
SIG0455,SE0077,2025-01-10 23:28:20,test
SIG0456,SE0288,2025-01-10 23:31:03,train
SIG0457,SE0497,2025-01-11 03:11:51,train
SIG0458,SE0628,2025-01-11 04:29:15,train
SIG0459,SE0126,2025-01-11 04:31:32,validation
SIG0460,SE0126,2025-01-11 04:33:26,validation
SIG0461,SE0126,2025-01-11 04:36:02,validation
SIG0462,SE0287,2025-01-11 05:34:41,train
SIG0463,SE0328,2025-01-11 06:26:07,test
SIG0464,SE0328,2025-01-11 06:27:37,test
SIG0465,SE0638,2025-01-11 07:23:29,train
SIG0466,SE0118,2025-01-11 10:15:20,train
SIG0467,SE0517,2025-01-11 10:17:12,train
SIG0468,SE0118,2025-01-11 10:17:25,train
SIG0469,SE0118,2025-01-11 10:24:08,train
SIG0470,SE0118,2025-01-11 10:28:00,train
SIG0471,SE0118,2025-01-11 10:29:20,train
SIG0472,SE0141,2025-01-11 11:21:31,train
SIG0473,SE0141,2025-01-11 11:26:17,train
SIG0474,SE0141,2025-01-11 11:26:55,train
SIG0475,SE0141,2025-01-11 11:29:21,train
SIG0476,SE0523,2025-01-11 13:19:58,train
SIG0477,SE0469,2025-01-11 13:44:30,train
SIG0478,SE0167,2025-01-11 14:55:51,train
SIG0479,SE0167,2025-01-11 14:58:04,train
SIG0480,SE0167,2025-01-11 14:59:51,train
SIG0481,SE0167,2025-01-11 15:01:06,train
SIG0482,SE0167,2025-01-11 15:02:39,train
SIG0483,SE0379,2025-01-11 16:45:50,train
SIG0484,SE0358,2025-01-11 18:22:51,train
SIG0485,SE0248,2025-01-11 19:43:06,train
SIG0486,SE0270,2025-01-11 22:46:58,test
SIG0487,SE0270,2025-01-11 22:48:58,test
SIG0488,SE0565,2025-01-11 22:49:22,train
SIG0489,SE0584,2025-01-11 23:37:38,train
SIG0490,SE0438,2025-01-12 00:37:25,train
SIG0491,SE0181,2025-01-12 01:04:17,train
SIG0492,SE0181,2025-01-12 01:07:25,train
SIG0493,SE0181,2025-01-12 01:08:21,train
SIG0494,SE0181,2025-01-12 01:13:23,train
SIG0495,SE0181,2025-01-12 01:17:56,train
SIG0496,SE0421,2025-01-12 01:53:35,train
SIG0497,SE0214,2025-01-12 02:07:35,train
SIG0498,SE0404,2025-01-12 02:17:58,test
SIG0499,SE0135,2025-01-12 02:44:32,train
SIG0500,SE0135,2025-01-12 02:47:48,train
SIG0501,SE0135,2025-01-12 02:48:10,train
SIG0502,SE0353,2025-01-12 03:42:10,train
SIG0503,SE0327,2025-01-12 03:57:31,train
SIG0504,SE0228,2025-01-12 05:19:16,train
SIG0505,SE0228,2025-01-12 05:20:37,train
SIG0506,SE0153,2025-01-12 05:41:06,test
SIG0507,SE0153,2025-01-12 05:42:19,test
SIG0508,SE0153,2025-01-12 05:44:22,test
SIG0509,SE0580,2025-01-12 06:30:44,train
SIG0510,SE0477,2025-01-12 07:05:08,train
SIG0511,SE0021,2025-01-12 07:27:47,train
SIG0512,SE0021,2025-01-12 07:29:31,train
SIG0513,SE0021,2025-01-12 07:29:56,train
SIG0514,SE0021,2025-01-12 07:31:45,train
SIG0515,SE0021,2025-01-12 07:37:42,train
SIG0516,SE0021,2025-01-12 07:37:51,train
SIG0517,SE0021,2025-01-12 07:52:17,train
SIG0518,SE0243,2025-01-12 09:47:41,train
SIG0519,SE0243,2025-01-12 09:52:00,train
SIG0520,SE0316,2025-01-12 14:18:58,train
SIG0521,SE0365,2025-01-12 14:45:15,validation
SIG0522,SE0386,2025-01-12 18:00:58,validation
SIG0523,SE0547,2025-01-12 19:10:18,train
SIG0524,SE0331,2025-01-12 19:53:47,validation
SIG0525,SE0143,2025-01-12 20:50:22,validation
SIG0526,SE0143,2025-01-12 20:51:20,validation
SIG0527,SE0143,2025-01-12 20:54:20,validation
SIG0528,SE0051,2025-01-12 21:18:12,validation
SIG0529,SE0051,2025-01-12 21:19:12,validation
SIG0530,SE0051,2025-01-12 21:23:21,validation
SIG0531,SE0051,2025-01-12 21:27:26,validation
SIG0532,SE0588,2025-01-12 23:31:26,train
SIG0533,SE0125,2025-01-13 00:23:42,train
